partition,direction,objective,query_id,positive_ids,candidate_id,is_positive,forward_rank,forward_score,forward_route_id,query_applicability_score,query_applicability_tier,cycle_evaluated,reverse_rank,reverse_route_id,cycle_consistency_score
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_63e6da659221,False,5,0.012430823408067226,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,11.0,r2e-external-top20-v1,0.6285714285714286
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_a5374cc39ade,False,6,0.011916104704141617,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:66652,False,7,0.011702977120876312,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,15.0,r2e-current-top20-v1,0.5435294117647058
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:66648,False,8,0.01152433454990387,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,29.0,r2e-current-top20-v1,0.4465811965811965
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_5aa1e407cf39,False,9,0.011451048776507378,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,37.0,r2e-external-top20-v1,0.406494960806271
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:54372,False,10,0.011394817382097244,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,10.0,r2e-current-top20-v1,0.55
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:54380,False,11,0.011086956597864628,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,7.0,r2e-current-top20-v1,0.5854341736694677
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_c0d41a7707a3,False,12,0.01095199678093195,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_dd89a5b3606f,False,13,0.010793734341859818,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_8d7f7dd54117,False,14,0.010619968175888062,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_a78f2392f8c2,False,15,0.01036829687654972,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_8c6cae136e8b,False,16,0.01036188006401062,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:32543,False,17,0.010228855535387993,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,MARTS_EXT_RXN_5298c5c71be1,False,18,0.010138280689716339,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:56632,False,19,0.010103383101522923,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,B5GTQ6,MARTS_EXT_RXN_877408d79e1b,RHEA:29507,False,20,0.009609043598175049,e2r-external-top20-dual-kernel-rrf-v1,0.6487741404666002,near_domain,True,12.0,r2e-current-top20-v1,0.43333333333333335
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:16965,False,1,1.0,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,31.0,r2e-current-top20-v1,0.6341463414634146
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32543,True,2,0.9948470592498779,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,19.0,r2e-current-top20-v1,0.6479885057471264
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:56632,True,3,0.9948470592498779,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,19.0,r2e-current-top20-v1,0.6127320954907162
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32559,False,4,0.9926861524581909,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,28.0,r2e-current-top20-v1,0.537593984962406
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25484,False,5,0.991356372833252,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25492,False,6,0.991356372833252,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32551,False,7,0.991356372833252,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25496,False,8,0.9893616437911987,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,43.0,r2e-current-top20-v1,0.4093291404612159
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25666,False,9,0.9893616437911987,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,43.0,r2e-current-top20-v1,0.3932472691161866
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32579,False,10,0.9893616437911987,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,43.0,r2e-current-top20-v1,0.3787735849056604
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25488,False,11,0.9803856015205383,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25662,False,12,0.9803856015205383,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32575,False,13,0.9803856015205383,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:80395,False,14,0.978723406791687,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,37.0,r2e-current-top20-v1,0.3461879432624113
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:80391,False,15,0.9777260422706604,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25508,False,16,0.974401593208313,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32547,False,17,0.974401593208313,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:68636,False,18,0.974401593208313,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32691,False,19,0.9724069237709045,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top3,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:19565,False,20,0.9720744490623474,e2r-external-top3-neighbor-v1,0.8798601861917185,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:16965,False,1,0.016393441706895828,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,31.0,r2e-current-top20-v1,0.6341463414634146
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32543,True,2,0.015786901116371155,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,19.0,r2e-current-top20-v1,0.6479885057471264
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:56632,True,3,0.015541340224444866,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,19.0,r2e-current-top20-v1,0.6127320954907162
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32559,False,4,0.015540864318609238,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,28.0,r2e-current-top20-v1,0.537593984962406
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25496,False,5,0.015147058293223381,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,43.0,r2e-current-top20-v1,0.470440251572327
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25666,False,6,0.014920948073267937,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,43.0,r2e-current-top20-v1,0.44752358490566035
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32579,False,7,0.01470149215310812,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,43.0,r2e-current-top20-v1,0.4273029966703662
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25488,False,8,0.013713361695408821,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25662,False,9,0.013527777045965195,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32575,False,10,0.013347151689231396,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25484,False,11,0.013292219489812851,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25492,False,12,0.01311369426548481,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,MARTS_EXT_RXN_e275424c414b,False,13,0.013049154542386532,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,23.0,r2e-external-top20-v1,0.40579710144927533
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25504,False,14,0.01299019530415535,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32551,False,15,0.012940013781189919,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:80395,False,16,0.012878786772489548,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,37.0,r2e-current-top20-v1,0.32855973813420625
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:27830,False,17,0.012818347662687302,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,46.0,r2e-current-top20-v1,0.3019179894179894
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:10940,False,18,0.012548835016787052,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,MARTS_EXT_RXN_96ac57c79326,False,19,0.012464546598494053,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-external-top20-v1,0.0
development,enzyme_to_reaction,top10,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:12869,False,20,0.012393292039632797,e2r-external-top10-neural-rrf-v1,0.8710533180508919,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:16965,False,1,0.015761123970150948,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,31.0,r2e-current-top20-v1,0.6341463414634146
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32551,False,2,0.015286470763385296,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25488,False,3,0.014546655118465424,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25496,False,4,0.014519469812512398,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,43.0,r2e-current-top20-v1,0.4966307277628032
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32559,False,5,0.014466911554336548,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,28.0,r2e-current-top20-v1,0.5114035087719297
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25484,False,6,0.014427767135202885,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25662,False,7,0.014337606728076935,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25666,False,8,0.014311594888567924,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,43.0,r2e-current-top20-v1,0.4093291404612159
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32543,True,9,0.014290321618318558,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,19.0,r2e-current-top20-v1,0.47912885662431937
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:25492,False,10,0.014220518991351128,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
development,enzyme_to_reaction,top20,A0A7L7SES4,RHEA:32543;RHEA:56632,RHEA:32575,False,11,0.01413449551910162,e2r-external-top20-dual-kernel-rrf-v1,0.8213666500763311,in_domain,True,,r2e-current-top20-v1,0.0
