Entry,rhea_id,source
A0A1D6LTV0,RHEA:16965,current
A0A1D6LTV0,RHEA:25500,current
A0A1D6LTV0,RHEA:32551,current
A0A1D6LTV0,RHEA:32559,current
A0A1D6LTV0,RHEA:60028,current;marts
A0A1D8PI71,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A1D8PI71,RHEA:32295,current
A0A1D8PI71,RHEA:32299,current
A0A1E1FFL0,RHEA:65184,current
A0A1E1FFL0,RHEA:65188,current
A0A1E1FFL0,RHEA:65192,current
A0A1E1FFM8,RHEA:49632,current
A0A1E1FFN4,RHEA:65168,current
A0A1E1FFN7,RHEA:65180,current
A0A1E1FFN8,RHEA:49628,current
A0A1E1FFP5,RHEA:65176,current
A0A1F5LDE4,RHEA:78403,marts
A0A1G9S4L4,RHEA:42996,marts
A0A1G9UQQ0,RHEA:78979,current;marts
A0A1G9VRW7,RHEA:64856,current
A0A1G9VRW7,RHEA:78983,current
A0A1H0BVV7,MARTS_EXT_RXN_86a30d47d9f4,marts
A0A1H0BVV7,MARTS_EXT_RXN_fb686c0d23a3,marts
A0A1H1T2Q7,MARTS_EXT_RXN_c29f1cca3044,marts
A0A1H7UDD2,RHEA:78287,marts
A0A1I1IX82,MARTS_EXT_RXN_1c2da1449873,marts
A0A1I1IX82,MARTS_EXT_RXN_769df5ece0f3,marts
A0A1I9LTE4,RHEA:14621,marts
A0A1J0CQ86,RHEA:32031,marts
A0A1J0CQ90,MARTS_EXT_RXN_d4f733465fb3,marts
A0A1J0CQ90,RHEA:31999,marts
A0A1J0CQ92,RHEA:28266,marts
A0A1J0CQ92,RHEA:32031,marts
A0A1J0CQ97,RHEA:68512,marts
A0A1J0CQA2,RHEA:34695,marts
A0A1J0CQA6,RHEA:34695,marts
A0A1L1WGB8,MARTS_EXT_RXN_308ae5d61a8d,marts
A0A1L1WGB8,RHEA:12016,marts
A0A1L1WGB8,RHEA:19525,marts
A0A1L1WGB8,RHEA:33103,marts
A0A1L1WGB8,RHEA:80407,marts
A0A1L1WGC4,RHEA:28294,marts
A0A1L1WGC4,RHEA:31895,marts
A0A1L1WGD9,MARTS_EXT_RXN_2e27139e482a,marts
A0A1L1WGD9,MARTS_EXT_RXN_5298c5c71be1,marts
A0A1L1WGD9,RHEA:32011,marts
A0A1L1WGF5,RHEA:30383,marts
A0A1L1WGF5,RHEA:67400,marts
A0A1L1WP15,RHEA:27530,marts
A0A1L2D3T3,RHEA:14485,current;marts
A0A1L2D3T3,RHEA:32011,marts
A0A1L2D3T3,RHEA:54052,current
A0A1L5YKS7,RHEA:29507,current;marts
A0A1L5YKS7,RHEA:54380,current;marts
A0A1L6Z3A0,RHEA:54116,current;marts
A0A1L6Z3A5,RHEA:25436,current;marts
A0A1L7NYF8,RHEA:25436,marts
A0A1L7NYF8,RHEA:34503,marts
A0A1L7NYG2,MARTS_EXT_RXN_7844025b0372,marts
A0A1L7NYG3,RHEA:34503,marts
A0A1L7U8F2,RHEA:53668,current;marts
A0A1L7VFX3,RHEA:17653,current
A0A1L7VZE7,RHEA:53668,current;marts
A0A1L9UKS1,MARTS_EXT_RXN_be324f8633fc,marts
A0A1L9UKS1,RHEA:17653,current
A0A1L9UKS1,RHEA:78287,current;marts
A0A1L9WQI2,RHEA:66860,current
A0A1L9WQI2,RHEA:79687,current
A0A1L9WQK2,RHEA:79691,current
A0A1L9WUI2,RHEA:65072,current;marts
A0A1L9WUW3,RHEA:11656,current
A0A1L9WUX8,RHEA:65112,current
A0A1L9WUX8,RHEA:65116,current
A0A1M3U1M9,MARTS_EXT_RXN_2d848cafa6c3,marts
A0A1M3U1M9,MARTS_EXT_RXN_6385ac1fa7a9,marts
A0A1M3U1M9,MARTS_EXT_RXN_714817f4ca78,marts
A0A1M6RNB3,MARTS_EXT_RXN_d4bafc235050,marts
A0A1N6E2E2,MARTS_EXT_RXN_0b0f5e083f77,marts
A0A1N7KE47,RHEA:42992,marts
A0A1N7KE47,RHEA:42996,marts
A0A1N7T9S7,RHEA:19525,marts
A0A1P7Y0A2,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A1P7Y0A2,RHEA:32295,current
A0A1P7Y0A2,RHEA:32299,current
A0A1P7Y0A8,RHEA:32295,current
A0A1P7Y0A8,RHEA:32299,current
A0A1P7Y0C9,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A1P7Y0C9,RHEA:32295,current
A0A1P7Y0C9,RHEA:32299,current
A0A1P7Y0D0,RHEA:32295,current
A0A1P7Y0D0,RHEA:32299,current
A0A1P7Y0D4,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A1P7Y0D4,RHEA:32295,current
A0A1P7Y0D4,RHEA:32299,current
A0A1P8AVI0,RHEA:31007,marts
A0A1Q5GJH1,MARTS_EXT_RXN_0718113ff706,marts
A0A1S3ZET1,MARTS_EXT_RXN_8d2492a66172,marts
A0A1S4B920,RHEA:32703,marts
A0A1S4C9W7,RHEA:34463,marts
A0A1S4CZT8,RHEA:34463,marts
A0A1S5RW73,RHEA:25613,marts
A0A1S5RW73,RHEA:54684,current
A0A1U7YTG3,RHEA:30951,marts
A0A1U7YTG3,RHEA:54056,marts
A0A1U7YTG3,RHEA:80407,marts
A0A1U7Z4L4,RHEA:27530,marts
A0A1U7Z4L4,RHEA:68708,marts
A0A1U8BK57,RHEA:14841,marts
A0A1U8I4V5,RHEA:19525,marts
A0A1U8QHE3,RHEA:14841,current
A0A1U8QHE3,RHEA:25536,marts
A0A1U8QHE3,RHEA:25540,current
A0A1V0D8Y5,MARTS_EXT_RXN_33b3f74378db,marts
A0A1V0E492,RHEA:28294,current;marts
A0A1V0E492,RHEA:31895,current
A0A1V0E4A6,RHEA:32011,marts
A0A1V0E4A6,RHEA:56556,current
A0A1V0E4A6,RHEA:69444,current
A0A1V0E4A6,RHEA:69448,current
A0A1V0QSF2,RHEA:28294,marts
A0A1V0QSF2,RHEA:31895,marts
A0A1V0QSF3,RHEA:12869,current
A0A1V0QSF3,RHEA:16965,current
A0A1V0QSF3,RHEA:29511,current;marts
A0A1V0QSF3,RHEA:80407,current;marts
A0A1V0QSF4,RHEA:32559,current
A0A1V0QSF4,RHEA:32563,current
A0A1V0QSF6,RHEA:12869,current
A0A1V0QSF6,RHEA:16965,current
A0A1V0QSF6,RHEA:25440,current;marts
A0A1V0QSF6,RHEA:80403,current
A0A1V0QSF8,RHEA:16965,current;marts
A0A1V0QSF9,RHEA:12869,current
A0A1V0QSF9,RHEA:32575,current
A0A1V0QSF9,RHEA:68636,current
A0A1V0QSG0,RHEA:10940,marts
A0A1V0QSG0,RHEA:12869,current
A0A1V0QSG0,RHEA:16965,current;marts
A0A1V0QSG0,RHEA:25488,marts
A0A1V0QSG0,RHEA:25496,marts
A0A1V0QSG0,RHEA:25500,current
A0A1V0QSG0,RHEA:25508,marts
A0A1V0QSG0,RHEA:27421,marts
A0A1V0QSG0,RHEA:32575,current
A0A1V0QSG0,RHEA:68636,current
A0A1V0QSG0,RHEA:80391,current
A0A1V0QSG1,RHEA:68824,current;marts
A0A1V0QSG6,RHEA:16965,current
A0A1V0QSG6,RHEA:29511,current;marts
A0A1V0QSG6,RHEA:31895,current;marts
A0A1V0QSG6,RHEA:67400,current;marts
A0A1V0QSG6,RHEA:80399,current
A0A1V0QSH1,RHEA:32691,current
A0A1V0QSH1,RHEA:68824,current;marts
A0A1V0QSH2,RHEA:12869,current
A0A1V0QSH2,RHEA:25504,current
A0A1V0QSH2,RHEA:32575,current
A0A1V0QSH2,RHEA:68636,current
A0A1V0QSH2,RHEA:80391,current
A0A1V0QSH2,RHEA:80395,current
A0A1V0QSH7,RHEA:19361,current
A0A1V0QSH7,RHEA:22408,current
A0A1V1FNM9,RHEA:66896,current
A0A1V1FVQ6,RHEA:17653,current
A0A1V1FVQ6,RHEA:25694,current
A0A1V1FVQ6,RHEA:41552,current;marts
A0A1W6GW06,RHEA:29511,marts
A0A1W6GW06,RHEA:58168,current
A0A1W6GW18,RHEA:29511,marts
A0A1W6GW18,RHEA:58168,current
A0A1W6GW32,RHEA:29511,marts
A0A1W6GW32,RHEA:58168,current
A0A1W6QDI7,MARTS_EXT_RXN_7b0cfb7bb82c,marts
A0A1W6QDI7,RHEA:33983,current
A0A1W6QDJ1,RHEA:14841,current;marts
A0A1X9IRP7,RHEA:14841,marts
A0A1X9IRP7,RHEA:24316,current
A0A1X9IRQ7,RHEA:14841,marts
A0A1X9IRQ7,RHEA:24316,current
A0A1X9ISH5,MARTS_EXT_RXN_480dcc05c335,marts
A0A1X9ISH5,MARTS_EXT_RXN_7b0cfb7bb82c,marts
A0A1X9ISH5,RHEA:33983,current
A0A1X9ISH5,RHEA:54376,current
A0A1X9ISN9,RHEA:14841,current;marts
A0A1X9ISP7,RHEA:25560,marts
A0A1Y0BRF1,RHEA:49628,current
A0A1Y0BRF7,RHEA:49632,current
A0A1Y1C7Q5,RHEA:17653,current
A0A1Y1C7Q5,RHEA:66864,current;marts
A0A1Y1C7S2,RHEA:66868,current
A0A1Z2LDZ7,MARTS_EXT_RXN_4356ef28995d,marts
A0A1Z3GBK8,RHEA:22220,marts
A0A1Z3GBK8,RHEA:54496,current;marts
A0A1Z3GC64,RHEA:22220,current;marts
A0A1Z3GCD1,RHEA:25536,marts
A0A1Z3GCD1,RHEA:32003,current
A0A250IBE0,MARTS_EXT_RXN_5904725d5317,marts
A0A250IBE0,MARTS_EXT_RXN_769df5ece0f3,marts
A0A250IBE0,MARTS_EXT_RXN_a78f2392f8c2,marts
A0A250IBE0,MARTS_EXT_RXN_efd2739d909f,marts
A0A284RNH4,RHEA:34695,current;marts
A0A286R621,MARTS_EXT_RXN_5f7500503126,marts
A0A290U6M0,RHEA:67400,marts
A0A290U6M0,RHEA:68596,marts
A0A290U6M3,RHEA:27425,marts
A0A290U6M6,RHEA:68596,marts
A0A290U6N1,RHEA:32019,marts
A0A290U6N1,RHEA:33991,marts
A0A290U6P6,RHEA:12516,marts
A0A291LSD6,RHEA:29483,current;marts
A0A291SJC7,RHEA:53616,current;marts
A0A2A2D8W5,MARTS_EXT_RXN_07865104318f,marts
A0A2A2D8W5,MARTS_EXT_RXN_2e27139e482a,marts
A0A2A2D8W5,MARTS_EXT_RXN_c29f1cca3044,marts
A0A2A2D8W5,RHEA:27530,marts
A0A2A2D8W5,RHEA:31823,marts
A0A2A2D8W5,RHEA:68712,marts
A0A2A3HMH3,MARTS_EXT_RXN_86ce128d7d61,marts
A0A2E1AC30,MARTS_EXT_RXN_71bb2acc38af,marts
A0A2H3DKU3,RHEA:27425,marts
A0A2H3DQV4,MARTS_EXT_RXN_848e51b53c9f,marts
A0A2H3DUF9,RHEA:19525,marts
A0A2H3E1S5,RHEA:27425,marts
A0A2I1BSU0,RHEA:67048,current
A0A2I1BSU0,RHEA:67052,current
A0A2I1BSV1,RHEA:67036,current
A0A2I1BSV7,RHEA:67056,current
A0A2I1BSV7,RHEA:67060,current
A0A2I1BSV9,RHEA:49628,current
A0A2I1BSW0,RHEA:67064,current
A0A2I1BSW0,RHEA:67068,current
A0A2I1BSW6,RHEA:67100,current
A0A2I1BSW8,RHEA:67044,current
A0A2I1BSX0,RHEA:67096,current
A0A2I1BSZ6,RHEA:67104,current
A0A2I1BT01,RHEA:67040,current
A0A2I1BT09,RHEA:49632,current
A0A2K9RFY0,RHEA:22220,current;marts
A0A2K9RFZ2,RHEA:40027,current;marts
A0A2K9RFZ2,RHEA:54512,current;marts
A0A2K9RFZ2,RHEA:62180,current;marts
A0A2K9RFZ7,MARTS_EXT_RXN_9e53a7397306,marts
A0A2K9RFZ7,RHEA:54652,current
A0A2K9RFZ8,RHEA:14841,marts
A0A2K9RFZ8,RHEA:25524,current
A0A2K9RFZ8,RHEA:30451,marts
A0A2K9RFZ9,RHEA:25560,marts
A0A2K9RFZ9,RHEA:62184,current;marts
A0A2K9RFZ9,RHEA:62188,current
A0A2K9RG07,RHEA:25613,marts
A0A2K9RG07,RHEA:54676,current
A0A2L0VXR0,MARTS_EXT_RXN_6705f601fdae,marts
A0A2L0VXR0,MARTS_EXT_RXN_e778d2d951ff,marts
A0A2L0VXR5,RHEA:17653,marts
A0A2P1DP90,RHEA:23112,current
A0A2P1DP91,RHEA:12240,current
A0A2P2GK84,MARTS_EXT_RXN_1f7cef5e91c2,marts
A0A2P2GK84,RHEA:81103,current
A0A2P2MRY0,RHEA:31003,marts
A0A2R4QKX7,RHEA:33991,current;marts
A0A2R4QKX7,RHEA:68596,marts
A0A2R4QKX7,RHEA:68716,current
A0A2T0LNX7,RHEA:78287,marts
A0A2U8JPY1,RHEA:27421,marts
A0A2U8JPY1,RHEA:27425,marts
A0A2U8JPY1,RHEA:27526,marts
A0A2U8JPY1,RHEA:27530,marts
A0A2U8U2L5,RHEA:31895,current
A0A2Z6AQX6,RHEA:17653,current
A0A2Z6AQX6,RHEA:25694,current
A0A2Z6AQX6,RHEA:66832,current;marts
A0A2Z6AQX7,MARTS_EXT_RXN_9c359e8d58c7,marts
A0A2Z6AQX7,RHEA:17653,current
A0A2Z6AQX7,RHEA:25694,current
A0A2Z6E967,RHEA:28294,marts
A0A2Z6E9F0,RHEA:25504,marts
A0A2Z6FZ31,RHEA:17653,current
A0A2Z6FZ31,RHEA:25694,current
A0A2Z6FZ31,RHEA:71987,marts
A0A343W969,RHEA:68852,current;marts
A0A343W970,RHEA:19361,current
A0A345BJQ0,MARTS_EXT_RXN_68d7c7a6b97f,marts
A0A345BJQ0,RHEA:32295,current
A0A345BJQ0,RHEA:32299,current
A0A345ZQ19,RHEA:25613,marts
A0A345ZQ20,MARTS_EXT_RXN_e9ed9dc21c00,marts
A0A345ZQ21,RHEA:14841,marts
A0A345ZQ22,RHEA:32703,marts
A0A345ZQ23,RHEA:14841,marts
A0A345ZQ24,RHEA:14841,marts
A0A345ZQ25,MARTS_EXT_RXN_5e756bc9af81,marts
A0A345ZQ25,RHEA:18721,marts
A0A345ZQ25,RHEA:25536,marts
A0A345ZQ26,MARTS_EXT_RXN_7c41968d1cff,marts
A0A345ZQ26,RHEA:18721,marts
A0A345ZQ26,RHEA:25536,marts
A0A345ZQ29,MARTS_EXT_RXN_7c41968d1cff,marts
A0A345ZQ29,RHEA:18721,marts
A0A345ZQ29,RHEA:25536,marts
A0A345ZQ30,RHEA:22220,marts
A0A345ZQ31,RHEA:22220,marts
A0A348AUV5,RHEA:60424,current;marts
A0A348AUV6,RHEA:60424,current;marts
A0A348AUV7,RHEA:60424,current;marts
A0A348AUV9,RHEA:60424,current;marts
A0A348AUW0,RHEA:60424,current;marts
A0A348AUW1,RHEA:60424,current;marts
A0A348B779,RHEA:19525,marts
A0A348B779,RHEA:28639,marts
A0A348B779,RHEA:33103,current;marts
A0A348B779,RHEA:33107,current
A0A348B779,RHEA:33111,current;marts
A0A348B779,RHEA:33991,current;marts
A0A348B779,RHEA:56556,current
A0A348B780,RHEA:19525,marts
A0A348B780,RHEA:28639,marts
A0A348B780,RHEA:33103,current;marts
A0A348B780,RHEA:33107,current
A0A348B780,RHEA:33111,current;marts
A0A348B780,RHEA:33991,current;marts
A0A348B780,RHEA:56556,current
A0A348B781,RHEA:19525,marts
A0A348B781,RHEA:28639,marts
A0A348B781,RHEA:33103,marts
A0A348B781,RHEA:56556,current
A0A348B781,RHEA:68712,marts
A0A348B782,MARTS_EXT_RXN_d4f733465fb3,marts
A0A348B782,RHEA:19525,marts
A0A348B782,RHEA:28294,marts
A0A348B782,RHEA:29491,marts
A0A348B782,RHEA:29507,marts
A0A348B782,RHEA:31999,current;marts
A0A348B782,RHEA:56556,current
A0A348B784,RHEA:34695,current;marts
A0A348B788,RHEA:18081,current;marts
A0A348B788,RHEA:28294,marts
