query_id,overlap,jaccard,top1_changed,new_candidates,old_top1,new_top1
A0A142BX72,16,0.6666666666666666,False,4,RHEA:25496,RHEA:25496
A0A142F308,13,0.48148148148148145,False,7,RHEA:33991,RHEA:33991
A0A142F309,13,0.48148148148148145,False,7,RHEA:33991,RHEA:33991
A0A142F310,13,0.48148148148148145,False,7,RHEA:33991,RHEA:33991
A0A142ZC57,14,0.5384615384615384,True,6,RHEA:32295,MARTS_EXT_RXN_8d049834636c
A0A144YEA5,13,0.48148148148148145,False,7,RHEA:32295,RHEA:32295
A0A162QA28,17,0.7391304347826086,True,3,RHEA:71987,MARTS_EXT_RXN_86983edabe8c
A0A167CIH5,18,0.8181818181818182,False,2,RHEA:25694,RHEA:25694
A0A177DNJ5,18,0.8181818181818182,True,2,RHEA:25694,RHEA:77967
A0A1B4XBK0,16,0.6666666666666666,False,4,RHEA:17653,RHEA:17653
A0A1D6IY18,14,0.5384615384615384,False,6,RHEA:28282,RHEA:28282
A0A1D8PH78,13,0.48148148148148145,True,7,RHEA:19361,RHEA:64572
A0A1F5LDE4,15,0.6,False,5,RHEA:17653,RHEA:17653
A0A1G9S4L4,16,0.6666666666666666,False,4,RHEA:12192,RHEA:12192
A0A1H0BVV7,15,0.6,True,5,MARTS_EXT_RXN_accbb7c49b47,RHEA:54056
A0A1H1T2Q7,14,0.5384615384615384,True,6,RHEA:42988,MARTS_EXT_RXN_932a9e24c662
A0A1H7UDD2,15,0.6,True,5,RHEA:31819,MARTS_EXT_RXN_029b92fe95de
A0A1I1IX82,16,0.6666666666666666,True,4,RHEA:54372,RHEA:54640
A0A1I9LTE4,16,0.6666666666666666,True,4,RHEA:31383,RHEA:30999
A0A1J0CQ86,20,1.0,True,0,RHEA:31999,RHEA:41628
A0A1J0CQ90,17,0.7391304347826086,False,3,RHEA:29507,RHEA:29507
A0A1J0CQ92,17,0.7391304347826086,False,3,RHEA:31999,RHEA:31999
A0A1J0CQ97,17,0.7391304347826086,False,3,RHEA:65072,RHEA:65072
A0A1J0CQA2,16,0.6666666666666666,False,4,RHEA:65072,RHEA:65072
A0A1J0CQA6,17,0.7391304347826086,True,3,RHEA:27954,RHEA:65072
A0A1L1WGB8,15,0.6,True,5,MARTS_EXT_RXN_2e27139e482a,RHEA:33991
A0A1L1WGC4,18,0.8181818181818182,True,2,RHEA:12016,RHEA:29511
A0A1L1WGD9,18,0.8181818181818182,False,2,RHEA:12016,RHEA:12016
A0A1L1WGF5,16,0.6666666666666666,True,4,RHEA:12016,RHEA:31895
A0A1L1WP15,15,0.6,False,5,RHEA:27526,RHEA:27526
A0A1L7NYF8,15,0.6,False,5,RHEA:18325,RHEA:18325
A0A1L7NYG2,12,0.42857142857142855,False,8,RHEA:18325,RHEA:18325
A0A1L7NYG3,17,0.7391304347826086,False,3,RHEA:18325,RHEA:18325
A0A1M3U1M9,17,0.7391304347826086,False,3,MARTS_EXT_RXN_d86b1fdbc72d,MARTS_EXT_RXN_d86b1fdbc72d
A0A1M6RNB3,15,0.6,True,5,MARTS_EXT_RXN_3fcdccf20787,MARTS_EXT_RXN_71bb2acc38af
A0A1N6E2E2,15,0.6,True,5,MARTS_EXT_RXN_5ebefc2c5944,MARTS_EXT_RXN_71bb2acc38af
A0A1N7KE47,17,0.7391304347826086,False,3,RHEA:53632,RHEA:53632
A0A1N7T9S7,16,0.6666666666666666,True,4,RHEA:16965,RHEA:25496
A0A1P8AVI0,20,1.0,False,0,RHEA:31383,RHEA:31383
A0A1Q5GJH1,15,0.6,True,5,RHEA:54048,RHEA:18081
A0A1S3ZET1,18,0.8181818181818182,True,2,RHEA:16965,RHEA:25496
A0A1S4B920,16,0.6666666666666666,False,4,RHEA:14841,RHEA:14841
A0A1S4C9W7,14,0.5384615384615384,False,6,RHEA:32151,RHEA:32151
A0A1S4CZT8,19,0.9047619047619048,True,1,RHEA:32151,RHEA:30467
A0A1U7YTG3,15,0.6,False,5,RHEA:32019,RHEA:32019
A0A1U7Z4L4,17,0.7391304347826086,False,3,RHEA:32679,RHEA:32679
A0A1U8BK57,16,0.6666666666666666,False,4,RHEA:25613,RHEA:25613
A0A1U8I4V5,15,0.6,False,5,RHEA:14841,RHEA:14841
A0A1U8QLG8,16,0.6666666666666666,False,4,RHEA:17653,RHEA:17653
A0A1V0D8Y5,19,0.9047619047619048,False,1,RHEA:20565,RHEA:20565
A0A1V0QSA8,16,0.6666666666666666,False,4,RHEA:11328,RHEA:11328
A0A1V0QSF2,17,0.7391304347826086,True,3,RHEA:19525,RHEA:80403
A0A1Z2LDZ7,15,0.6,False,5,RHEA:42992,RHEA:42992
A0A250IBE0,19,0.9047619047619048,True,1,MARTS_EXT_RXN_0601074748a9,RHEA:53648
A0A286R621,14,0.5384615384615384,False,6,RHEA:53648,RHEA:53648
A0A290U6M0,16,0.6666666666666666,False,4,RHEA:29511,RHEA:29511
A0A290U6M3,17,0.7391304347826086,True,3,RHEA:68512,RHEA:28643
A0A290U6M6,17,0.7391304347826086,False,3,RHEA:31895,RHEA:31895
A0A290U6N1,15,0.6,False,5,RHEA:31895,RHEA:31895
A0A290U6P6,15,0.6,True,5,RHEA:33991,RHEA:31811
A0A2A2D8W5,15,0.6,False,5,RHEA:25617,RHEA:25617
A0A2A3HMH3,14,0.5384615384615384,False,6,RHEA:42988,RHEA:42988
A0A2E1AC30,17,0.7391304347826086,False,3,RHEA:53628,RHEA:53628
A0A2H3DKU3,16,0.6666666666666666,False,4,RHEA:32019,RHEA:32019
A0A2H3DQV4,16,0.6666666666666666,True,4,RHEA:34695,MARTS_EXT_RXN_5ebefc2c5944
A0A2H3DUF9,13,0.48148148148148145,False,7,RHEA:27425,RHEA:27425
A0A2H3E1S5,18,0.8181818181818182,False,2,RHEA:34695,RHEA:34695
A0A2I6PJ05,17,0.7391304347826086,False,3,RHEA:17653,RHEA:17653
A0A2L0VXR5,16,0.6666666666666666,False,4,RHEA:11328,RHEA:11328
A0A2P2MRY0,18,0.8181818181818182,False,2,RHEA:31007,RHEA:31007
A0A2T0LNX7,13,0.48148148148148145,False,7,RHEA:54640,RHEA:54640
A0A2U8JPY1,17,0.7391304347826086,False,3,RHEA:32699,RHEA:32699
A0A2Z6E967,15,0.6,False,5,RHEA:31895,RHEA:31895
A0A2Z6E9F0,13,0.48148148148148145,True,7,RHEA:20565,RHEA:10940
A0A345ZQ19,14,0.5384615384615384,False,6,RHEA:14841,RHEA:14841
A0A345ZQ20,16,0.6666666666666666,False,4,RHEA:14841,RHEA:14841
A0A345ZQ21,17,0.7391304347826086,False,3,MARTS_EXT_RXN_e9ed9dc21c00,MARTS_EXT_RXN_e9ed9dc21c00
A0A345ZQ22,16,0.6666666666666666,False,4,RHEA:14841,RHEA:14841
A0A345ZQ23,15,0.6,True,5,MARTS_EXT_RXN_e9ed9dc21c00,RHEA:25613
A0A345ZQ24,14,0.5384615384615384,False,6,MARTS_EXT_RXN_e9ed9dc21c00,MARTS_EXT_RXN_e9ed9dc21c00
A0A345ZQ25,16,0.6666666666666666,False,4,RHEA:25552,RHEA:25552
A0A345ZQ26,15,0.6,False,5,RHEA:25556,RHEA:25556
A0A345ZQ29,15,0.6,False,5,RHEA:58160,RHEA:58160
A0A345ZQ30,16,0.6666666666666666,True,4,RHEA:27526,RHEA:79011
A0A345ZQ31,17,0.7391304347826086,False,3,RHEA:79011,RHEA:79011
A0A385AJM7,15,0.6,False,5,RHEA:12016,RHEA:12016
A0A385J6X8,14,0.5384615384615384,False,6,RHEA:15809,RHEA:15809
A0A385J6Y5,18,0.8181818181818182,True,2,RHEA:12016,RHEA:19525
A0A385J6Y6,18,0.8181818181818182,False,2,RHEA:10940,RHEA:10940
A0A385J6Y9,17,0.7391304347826086,False,3,RHEA:19525,RHEA:19525
A0A386ZKV4,13,0.48148148148148145,True,7,RHEA:42996,RHEA:43000
A0A396GKK7,16,0.6666666666666666,False,4,RHEA:31387,RHEA:31387
A0A3B8DU56,15,0.6,True,5,RHEA:27425,RHEA:12516
A0A3G1HQN7,16,0.6666666666666666,False,4,RHEA:28639,RHEA:28639
A0A3G9EAS3,15,0.6,False,5,RHEA:33991,RHEA:33991
A0A3G9ED98,13,0.48148148148148145,False,7,RHEA:33991,RHEA:33991
A0A3G9EJT8,14,0.5384615384615384,False,6,RHEA:33991,RHEA:33991
A0A3G9EJV0,16,0.6666666666666666,False,4,RHEA:29495,RHEA:29495
A0A3G9EWY9,17,0.7391304347826086,False,3,RHEA:24116,RHEA:24116
A0A3G9EY38,17,0.7391304347826086,False,3,RHEA:31895,RHEA:31895
A0A3G9F1F9,19,0.9047619047619048,False,1,RHEA:12016,RHEA:12016
A0A3M8F3X6,16,0.6666666666666666,True,4,MARTS_EXT_RXN_0aa1aeb0f8d8,MARTS_EXT_RXN_7345bb901e40
A0A3N1A8E7,16,0.6666666666666666,True,4,RHEA:81103,RHEA:15809
A0A3N4M544,16,0.6666666666666666,False,4,MARTS_EXT_RXN_237f1c153ad6,MARTS_EXT_RXN_237f1c153ad6
A0A3S9GV71,15,0.6,True,5,RHEA:25617,RHEA:53648
A0A3S9GVB5,17,0.7391304347826086,False,3,RHEA:53644,RHEA:53644
A0A401VY17,17,0.7391304347826086,False,3,RHEA:42988,RHEA:42988
A0A411JJ93,19,0.9047619047619048,True,1,MARTS_EXT_RXN_6c228262ac8f,RHEA:31887
A0A482AJV9,17,0.7391304347826086,False,3,RHEA:22436,RHEA:22436
A0A482IC14,17,0.7391304347826086,True,3,RHEA:28266,RHEA:28643
A0A495JMV3,17,0.7391304347826086,False,3,RHEA:19525,RHEA:19525
A0A4R4VDA4,14,0.5384615384615384,True,6,RHEA:25992,RHEA:42988
A0A552RHR4,17,0.7391304347826086,False,3,RHEA:78987,RHEA:78987
A0A561SAF2,14,0.5384615384615384,False,6,RHEA:78979,RHEA:78979
A0A562SP41,15,0.6,False,5,RHEA:25613,RHEA:25613
A0A562T706,18,0.8181818181818182,True,2,MARTS_EXT_RXN_029b92fe95de,RHEA:28639
A0A5C0T860,14,0.5384615384615384,False,6,MARTS_EXT_RXN_e9ed9dc21c00,MARTS_EXT_RXN_e9ed9dc21c00
A0A5K6WHY7,17,0.7391304347826086,True,3,RHEA:28294,RHEA:25444
A0A5N5W9J0,15,0.6,False,5,RHEA:42988,RHEA:42988
A0A5P0YYU2,14,0.5384615384615384,True,6,MARTS_EXT_RXN_1c2da1449873,MARTS_EXT_RXN_0601074748a9
A0A5P1ZG13,16,0.6666666666666666,True,4,RHEA:42992,RHEA:54056
A0A650A7H3,18,0.8181818181818182,True,2,RHEA:28282,RHEA:12516
A0A650A7I8,16,0.6666666666666666,False,4,RHEA:28282,RHEA:28282
A0A650A7K4,15,0.6,False,5,RHEA:32699,RHEA:32699
A0A650A7L8,16,0.6666666666666666,False,4,RHEA:32699,RHEA:32699
A0A650A7M1,16,0.6666666666666666,False,4,RHEA:28282,RHEA:28282
A0A650A7N6,16,0.6666666666666666,False,4,RHEA:28282,RHEA:28282
A0A650A7N9,17,0.7391304347826086,True,3,RHEA:28282,RHEA:12516
A0A650A872,16,0.6666666666666666,True,4,RHEA:28282,RHEA:27425
A0A650A8B4,15,0.6,False,5,RHEA:28266,RHEA:28266
A0A678QA10,14,0.5384615384615384,False,6,RHEA:32679,RHEA:32679
A0A6A6W5M9,16,0.6666666666666666,True,4,RHEA:26245,RHEA:25694
A0A6B8MS60,17,0.7391304347826086,False,3,RHEA:25464,RHEA:25464
A0A6B8N100,17,0.7391304347826086,False,3,RHEA:25508,RHEA:25508
A0A6B8N4Y9,15,0.6,False,5,RHEA:68596,RHEA:68596
A0A6C0QES1,18,0.8181818181818182,False,2,RHEA:25464,RHEA:25464
A0A6C0THV5,15,0.6,False,5,RHEA:10940,RHEA:10940
A0A6C0TJK8,16,0.6666666666666666,False,4,RHEA:25464,RHEA:25464
A0A6C0TL59,17,0.7391304347826086,True,3,RHEA:25464,RHEA:68596
A0A6C0TLK1,16,0.6666666666666666,False,4,RHEA:25472,RHEA:25472
A0A6I2FRA3,14,0.5384615384615384,True,6,RHEA:42996,RHEA:25617
A0A6M6CCF6,18,0.8181818181818182,False,2,RHEA:18209,RHEA:18209
A0A6M6CDA0,19,0.9047619047619048,False,1,RHEA:10940,RHEA:10940
A0A6P8ANR6,14,0.5384615384615384,False,6,RHEA:77971,RHEA:77971
A0A6S6QJ62,15,0.6,False,5,RHEA:11328,RHEA:11328
A0A7D5HVQ3,16,0.6666666666666666,False,4,RHEA:80407,RHEA:80407
A0A7D5HYM9,16,0.6666666666666666,True,4,RHEA:68824,RHEA:80395
A0A7D5HYZ9,14,0.5384615384615384,True,6,RHEA:68824,RHEA:32691
A0A7D5HZV8,14,0.5384615384615384,True,6,RHEA:80407,RHEA:54056
A0A7L7S5T2,15,0.6,True,5,RHEA:29511,RHEA:33991
A0A7L7S8U7,13,0.48148148148148145,False,7,RHEA:31895,RHEA:31895
A0A7L7SCQ9,15,0.6,False,5,RHEA:31895,RHEA:31895
A0A7L7SES4,17,0.7391304347826086,False,3,RHEA:16965,RHEA:16965
A0A7L7SG75,14,0.5384615384615384,False,6,RHEA:31895,RHEA:31895
A0A7M3M6K6,16,0.6666666666666666,True,4,MARTS_EXT_RXN_fa03c166bbd7,RHEA:59232
A0A7S5GI43,14,0.5384615384615384,False,6,RHEA:10940,RHEA:10940
A0A7S5GI44,10,0.3333333333333333,True,10,RHEA:32691,RHEA:68708
A0A7S5L324,10,0.3333333333333333,True,10,RHEA:32691,RHEA:32679
A0A7S5L3H2,16,0.6666666666666666,False,4,RHEA:24116,RHEA:24116
A0A7S5L3J3,16,0.6666666666666666,True,4,RHEA:14901,RHEA:31999
A0A7S6HRZ4,17,0.7391304347826086,True,3,RHEA:27425,RHEA:54072
A0A7W5F0P0,17,0.7391304347826086,False,3,RHEA:42988,RHEA:42988
A0A822XDK0,13,0.48148148148148145,False,7,RHEA:25613,RHEA:25613
A0A822ZER1,17,0.7391304347826086,False,3,RHEA:25488,RHEA:25488
A0A8A5RE99,14,0.5384615384615384,True,6,RHEA:31895,RHEA:31999
A0A8A5XA86,14,0.5384615384615384,False,6,RHEA:27425,RHEA:27425
A0A8A5XC90,16,0.6666666666666666,True,4,RHEA:27425,RHEA:31895
A0A8F4PMV8,16,0.6666666666666666,True,4,RHEA:78287,RHEA:78291
A0A8F4PMX6,17,0.7391304347826086,False,3,RHEA:25694,RHEA:25694
A0A8F4PMY5,18,0.8181818181818182,True,2,RHEA:71987,MARTS_EXT_RXN_86983edabe8c
A0A8F4PNJ7,18,0.8181818181818182,True,2,RHEA:71987,RHEA:71979
A0A8F4PNT7,16,0.6666666666666666,False,4,RHEA:25694,RHEA:25694
A0A8F4PP18,17,0.7391304347826086,False,3,RHEA:17653,RHEA:17653
A0A8F4PPH7,16,0.6666666666666666,False,4,RHEA:77979,RHEA:77979
A0A8F4PPI6,16,0.6666666666666666,False,4,RHEA:78403,RHEA:78403
A0A8F4PPJ2,16,0.6666666666666666,True,4,RHEA:41552,RHEA:78291
A0A8F4PQH5,17,0.7391304347826086,False,3,RHEA:78291,RHEA:78291
A0A8F4PQI4,16,0.6666666666666666,True,4,RHEA:25694,RHEA:71987
A0A8F4PQP7,16,0.6666666666666666,True,4,RHEA:25694,RHEA:77967
A0A8F4SK79,15,0.6,False,5,RHEA:71987,RHEA:71987
A0A8F4SK83,17,0.7391304347826086,False,3,RHEA:25694,RHEA:25694
A0A8F4SK87,13,0.48148148148148145,True,7,RHEA:25694,RHEA:54068
A0A8F4SKT7,16,0.6666666666666666,False,4,RHEA:77979,RHEA:77979
A0A8F4SKU0,17,0.7391304347826086,False,3,RHEA:77979,RHEA:77979
A0A8F4SNK4,16,0.6666666666666666,False,4,RHEA:77979,RHEA:77979
A0A8F4SPY9,16,0.6666666666666666,True,4,RHEA:78275,MARTS_EXT_RXN_ecb0de88d8e0
A0A8F4SPZ5,18,0.8181818181818182,False,2,RHEA:71987,RHEA:71987
A0A8H6ZNT4,14,0.5384615384615384,False,6,RHEA:28639,RHEA:28639
A0A8H7DPD2,17,0.7391304347826086,False,3,RHEA:32019,RHEA:32019
A0A8T0VMU7,18,0.8181818181818182,False,2,RHEA:25759,RHEA:25759
A0A956YA26,18,0.8181818181818182,True,2,RHEA:19525,RHEA:53628
A0A979G5X7,18,0.8181818181818182,True,2,MARTS_EXT_RXN_029b92fe95de,MARTS_EXT_RXN_f0fe69f8e0b7
A0A979G646,19,0.9047619047619048,True,1,MARTS_EXT_RXN_029b92fe95de,MARTS_EXT_RXN_237f1c153ad6
A0AA82WP13,15,0.6,True,5,RHEA:59232,RHEA:42996
A0RZI2,16,0.6666666666666666,False,4,RHEA:30471,RHEA:30471
A0RZI3,19,0.9047619047619048,False,1,RHEA:32679,RHEA:32679
A1E4D1,14,0.5384615384615384,True,6,RHEA:31383,RHEA:31887
A1JH12,18,0.8181818181818182,True,2,RHEA:16965,RHEA:32543
A4UUM6,18,0.8181818181818182,False,2,RHEA:18209,RHEA:18209
A4VB63,19,0.9047619047619048,False,1,RHEA:31007,RHEA:31007
A5AQH7,15,0.6,False,5,RHEA:29511,RHEA:29511
A5BEB8,15,0.6,False,5,RHEA:12016,RHEA:12016
A5LHW8,17,0.7391304347826086,False,3,RHEA:31887,RHEA:31887
A5YZT7,17,0.7391304347826086,False,3,RHEA:60028,RHEA:60028
A7BG60,18,0.8181818181818182,False,2,RHEA:32559,RHEA:32559
A7BJ35,16,0.6666666666666666,False,4,RHEA:21308,RHEA:21308
A7BJ36,15,0.6,False,5,RHEA:21308,RHEA:21308
A8NCK5,16,0.6666666666666666,True,4,RHEA:83907,RHEA:73983
A8R7G3,12,0.42857142857142855,False,8,RHEA:31007,RHEA:31007
A9JQL9,15,0.6,False,5,MARTS_EXT_RXN_23432a8b720a,MARTS_EXT_RXN_23432a8b720a
AGO55049.1,15,0.6,False,5,RHEA:42988,RHEA:42988
B0KZ40,14,0.5384615384615384,True,6,RHEA:12605,MARTS_EXT_RXN_de164cb3f0e1
B0Y565,18,0.8181818181818182,False,2,RHEA:30987,RHEA:30987
B1PLH3,18,0.8181818181818182,False,2,RHEA:21308,RHEA:21308
B1XJV9,16,0.6666666666666666,False,4,RHEA:56944,RHEA:56944
B2C4D3,11,0.3793103448275862,True,9,RHEA:28643,RHEA:31999
B2C4D4,12,0.42857142857142855,True,8,RHEA:28643,RHEA:31999
B2C4D5,11,0.3793103448275862,False,9,RHEA:28643,RHEA:28643
B2C4D6,13,0.48148148148148145,False,7,RHEA:28643,RHEA:28643
B2C4D7,13,0.48148148148148145,True,7,RHEA:28643,RHEA:31999
B2C4D8,11,0.3793103448275862,True,9,RHEA:28643,RHEA:31999
B2DBE8,16,0.6666666666666666,True,4,RHEA:11328,RHEA:17653
B2DBE9,15,0.6,False,5,RHEA:11328,RHEA:11328
B4XAK4,17,0.7391304347826086,False,3,RHEA:25464,RHEA:25464
B4XAK5,15,0.6,False,5,RHEA:32539,RHEA:32539
B4XAK6,16,0.6666666666666666,False,4,RHEA:31439,RHEA:31439
B4YA15,14,0.5384615384615384,False,6,RHEA:19361,RHEA:19361
B4YYR2,15,0.6,False,5,RHEA:19525,RHEA:19525
B5GTQ6,19,0.9047619047619048,True,1,MARTS_EXT_RXN_63e6da659221,MARTS_EXT_RXN_accbb7c49b47
B5H135,16,0.6666666666666666,False,4,RHEA:54636,RHEA:54636
B6UV92,17,0.7391304347826086,True,3,RHEA:13545,MARTS_EXT_RXN_b3c865336ac3
B9GSM9,14,0.5384615384615384,False,6,RHEA:25613,RHEA:25613
B9RHW5,14,0.5384615384615384,True,6,RHEA:31999,RHEA:33991
BDI63083.1,13,0.48148148148148145,False,7,RHEA:32019,RHEA:32019
BDI63084.1,17,0.7391304347826086,True,3,RHEA:83907,RHEA:25436
BDI63085.1,14,0.5384615384615384,True,6,RHEA:83907,RHEA:31423
BDI63087.1,16,0.6666666666666666,False,4,RHEA:18081,RHEA:18081
BDI63091.1,17,0.7391304347826086,False,3,RHEA:32019,RHEA:32019
BDI63095.1,15,0.6,False,5,MARTS_EXT_RXN_574cd0378c5f,MARTS_EXT_RXN_574cd0378c5f
BDI63096.1,17,0.7391304347826086,True,3,RHEA:47052,RHEA:19525
BDI63099.1,19,0.9047619047619048,True,1,RHEA:28639,RHEA:32019
BDI63103.1,12,0.42857142857142855,True,8,RHEA:27425,RHEA:12052
BDI63106.1,16,0.6666666666666666,True,4,RHEA:12052,RHEA:68512
BDI63107.1,16,0.6666666666666666,False,4,RHEA:28639,RHEA:28639
BDI63108.1,14,0.5384615384615384,True,6,RHEA:28639,RHEA:33107
BDI63109.1,16,0.6666666666666666,False,4,RHEA:28639,RHEA:28639
BDI63110.1,17,0.7391304347826086,False,3,RHEA:32019,RHEA:32019
BDI63111.1,16,0.6666666666666666,False,4,RHEA:28639,RHEA:28639
BDI63113.1,13,0.48148148148148145,True,7,RHEA:27425,RHEA:73983
BDI63114.1,18,0.8181818181818182,False,2,RHEA:33103,RHEA:33103
BDI63116.1,15,0.6,False,5,RHEA:28639,RHEA:28639
BDI63117.1,15,0.6,False,5,RHEA:32019,RHEA:32019
BDI63118.1,16,0.6666666666666666,False,4,RHEA:32019,RHEA:32019
BDI63121.1,17,0.7391304347826086,False,3,RHEA:31811,RHEA:31811
BDI63123.1,16,0.6666666666666666,True,4,RHEA:27425,RHEA:25436
BDI63124.1,17,0.7391304347826086,True,3,RHEA:68512,MARTS_EXT_RXN_37c622385e92
BDO24661.1,14,0.5384615384615384,False,6,RHEA:34695,RHEA:34695
C0SSW7,15,0.6,False,5,MARTS_EXT_RXN_e9ed9dc21c00,MARTS_EXT_RXN_e9ed9dc21c00
C5H3I7,16,0.6666666666666666,True,4,RHEA:28282,RHEA:27425
C5I6F7,14,0.5384615384615384,False,6,RHEA:33991,RHEA:33991
C5YHZ9,17,0.7391304347826086,True,3,RHEA:28266,RHEA:31999
C5YN30,17,0.7391304347826086,False,3,RHEA:60028,RHEA:60028
C7QAD7,12,0.42857142857142855,True,8,RHEA:42996,RHEA:25617
C7SCX0,17,0.7391304347826086,False,3,RHEA:31887,RHEA:31887
C9Z4F7,17,0.7391304347826086,True,3,RHEA:54380,RHEA:29507
D0VFU8,15,0.6,False,5,RHEA:32295,RHEA:32295
D1MJ52,16,0.6666666666666666,True,4,RHEA:31895,RHEA:25444
D2X8G0,16,0.6666666666666666,True,4,MARTS_EXT_RXN_e9ed9dc21c00,RHEA:25613
D2X8G1,13,0.48148148148148145,True,7,MARTS_EXT_RXN_324ed07f2f6e,RHEA:79011
D2X8G2,15,0.6,False,5,RHEA:25613,RHEA:25613
D2X8Y8,14,0.5384615384615384,True,6,MARTS_EXT_RXN_324ed07f2f6e,RHEA:81219
