query_id,direction,ranking_objective,model_directory,secondary_model_directory,auxiliary_score_directory,score_source,top1_candidate_id,top1_score,query_nearest_library_id,query_nearest_library_similarity,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,empirical_reliability_score,empirical_reliability_tier,empirical_reliability_status,reliability_recommendation,known_associations_masked,accepted_by_policy
MARTS_EXT_RXN_0fa82c3b7c55,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A5N5W9J0,0.4016428291797638,RHEA:54520,0.6970806100217866,0.0,1.8856180906295776,0.0078147844858287,0.06666666666666667,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_12ea76795241,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,G5CV43,0.6154172420501709,RHEA:29511,0.736231884057971,1.0,0.0,0.22369742113508065,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,5,True
MARTS_EXT_RXN_1428f098b24c,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,O48935,0.7005691528320312,RHEA:29491,0.7513513513513513,1.0,0.0,1.4716789773179293,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
MARTS_EXT_RXN_16e609c93e52,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,M1V9Q0,0.47736844420433044,RHEA:66832,0.712813963388676,1.0,0.0,0.18408302204551014,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_193d44981939,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,B5GRC8,0.4456377923488617,RHEA:54116,0.6811127670144064,0.6666666666666666,0.471404492855072,0.6214097985117578,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_1c2da1449873,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A7M3M6K6,0.6317834258079529,RHEA:26245,0.6775757575757576,1.0,0.0,1.131128921399484,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_1d852b407f95,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,M1V9Q0,0.4871772527694702,RHEA:42988,0.716231884057971,1.0,0.0,0.41022548651593504,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_1da1a2f90d9e,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,W8NXF3,0.6937311291694641,RHEA:68712,0.6201034737620104,1.0,0.0,2.4429874936941975,0.3,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_1f7cef5e91c2,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,D5SJ87,0.4596085548400879,RHEA:81103,0.8769230769230769,0.6666666666666666,0.471404492855072,0.3801601878171709,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_219616d40b4a,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,E2IUA7,0.7153394818305969,RHEA:31847,0.8033898305084746,1.0,0.0,1.0509866324923176,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2250a8a7fe50,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,W8NXF3,0.6845257878303528,RHEA:25992,0.6900737379466818,1.0,0.0,2.5170946696306937,0.20000000000000004,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_22bda90ee992,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,G5CV35,0.5790010094642639,RHEA:78983,0.6340740740740741,0.6666666666666666,0.471404492855072,0.11185954652216736,0.39999999999999997,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_23432a8b720a,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A094YZ24,0.5300539135932922,RHEA:54508,0.7702702702702703,1.0,0.0,0.9163118408532269,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_237f1c153ad6,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A139WXP3,0.5347663164138794,RHEA:14901,0.6243032329988852,0.6666666666666666,0.9428090453147888,0.26588811080822783,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_23b0ccdf5255,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,UPI0005AE096B,0.7451915740966797,RHEA:25544,0.7197278911564626,1.0,0.0,1.919191625733821,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_247c337c8f65,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,P9WEV2,0.5103908777236938,RHEA:71979,0.7203316374599585,0.6666666666666666,0.471404492855072,0.4223990478004652,0.4666666666666666,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2554ee320331,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A7W5F0P0,0.4993959367275238,RHEA:54076,0.7042025699168556,0.6666666666666666,0.471404492855072,0.820287516599868,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_27964350d2e0,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A5N5W9J0,0.42917680740356445,RHEA:66832,0.6985991058122206,0.6666666666666666,0.9428090453147888,0.04386760161235355,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_29704a84d49c,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A1X9IRT6,0.5002166032791138,RHEA:14841,0.6575757575757576,0.3333333333333333,0.471404492855072,0.01406851452713711,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_29bbf964d264,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,M4HYC6,0.7521185874938965,RHEA:25544,0.690566037735849,1.0,0.0,0.21501065545329445,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
MARTS_EXT_RXN_2a8513f7b1f9,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,B5GRC8,0.42532584071159363,RHEA:78399,0.6649423815620998,0.6666666666666666,1.4142135381698608,0.2793362843606485,0.2333333333333333,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2d4d4df1341b,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A5N5W9J0,0.4946703016757965,RHEA:71991,0.6784313725490196,1.0,0.0,0.38806128235039833,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2d848cafa6c3,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A286R621,0.38683101534843445,RHEA:54520,0.6795321637426901,0.0,2.943920373916626,0.054248552064254066,0.2333333333333333,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2e27139e482a,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,C7QAD7,0.5786654353141785,RHEA:68712,0.6718263718263718,1.0,0.0,0.4159572434361413,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
MARTS_EXT_RXN_2e59d1c7b929,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,O22184,0.42862722277641296,RHEA:59236,0.751233671988389,1.0,0.0,0.3520369435707377,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2e5de5bb57ab,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,C9Z4F7,0.39273443818092346,RHEA:85535,0.63001443001443,0.6666666666666666,5.185449600219727,0.04343237479499503,0.16666666666666666,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_2ffb342ca060,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,K7TKS3,0.6437662243843079,RHEA:25472,0.6948148148148148,1.0,0.0,1.3883137951618936,0.6666666666666666,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
MARTS_EXT_RXN_308ae5d61a8d,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A1G9UQQ0,0.5120566487312317,RHEA:25464,0.6888888888888889,1.0,0.0,0.2788271123158309,0.5,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_318de1e2f880,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,B5GRC8,0.5006793141365051,RHEA:42996,0.7652160051012274,1.0,0.0,0.729748574175614,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_324ed07f2f6e,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,B9T625,0.6020693778991699,RHEA:77963,0.6619047619047619,1.0,0.0,0.21392505055026453,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_33b3f74378db,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,F1CKJ1,0.5452554225921631,RHEA:54072,0.6432432432432432,0.6666666666666666,8.013876914978027,0.1903422625336168,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,11,True
MARTS_EXT_RXN_37c622385e92,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,XDF46150.1,0.5421208739280701,RHEA:12052,0.7079365079365079,1.0,0.0,0.5489200794391509,0.4666666666666666,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_380c83705f05,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,M1V9Q0,0.48228296637535095,RHEA:42988,0.7366666666666666,1.0,0.0,0.21049822445835958,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_38d26f0aa1b1,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,F0ZHE2,0.5996384024620056,RHEA:73983,0.6806201550387597,1.0,0.0,0.9033606971609074,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_3abc72608e40,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,F2XF92,0.6210871934890747,RHEA:25536,0.728,1.0,0.0,0.131068656396762,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
MARTS_EXT_RXN_3ae1fc659b14,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,marts_E00597,0.6093286871910095,RHEA:32019,0.7365853658536585,0.6666666666666666,0.471404492855072,0.31869690010078494,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,5,True
MARTS_EXT_RXN_3bed24cf1ac1,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,Q9LUE0,0.6408426761627197,RHEA:71983,0.7288888888888889,1.0,0.0,0.4925652364769479,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_3d09cb5fb800,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A343W969,0.5324962735176086,RHEA:29491,0.7170731707317073,1.0,0.0,0.4099626982328021,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_3fcdccf20787,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,WP_109642681,0.4856480360031128,RHEA:54076,0.5946236559139785,0.6666666666666666,0.471404492855072,0.11665487025568554,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4016ec72d95a,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,P9WEV2,0.6093100905418396,RHEA:71983,0.7142857142857143,1.0,0.0,0.18426673851746272,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
MARTS_EXT_RXN_412a1f752827,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A144YEA5,0.6584363579750061,RHEA:30675,0.5055555555555555,1.0,0.0,0.3792837364494905,0.39999999999999997,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
MARTS_EXT_RXN_42bfdab7b6fd,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,marts_E00597,0.5727319121360779,RHEA:33119,0.7040650406504065,0.3333333333333333,0.471404492855072,0.031125139613793967,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4356ef28995d,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A5P1ZG13,0.4057472050189972,RHEA:26245,0.5757309941520468,0.0,1.6996731758117676,0.017332756118455417,0.13333333333333333,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_455979525191,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A0U2U4F3,0.45454534888267517,RHEA:31383,0.8641509433962264,0.0,0.471404492855072,0.04813419351020215,0.4666666666666666,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_45be1b4caa76,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,marts_E00881,0.5447080731391907,RHEA:33111,0.6737588652482269,0.6666666666666666,0.471404492855072,0.08565535795783538,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_480dcc05c335,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A3G1QTT3,0.41768455505371094,RHEA:25560,0.6231304347826087,0.6666666666666666,5.656854152679443,0.2803868941794499,0.06666666666666667,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4959109219e5,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,B5GRC8,0.46970176696777344,RHEA:54520,0.6602552131963897,1.0,0.0,0.6098960857941099,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4b39e8d478ce,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,Q0CPG8,0.48990392684936523,RHEA:85535,0.7701631701631702,0.6666666666666666,0.471404492855072,0.2530362796769226,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4b410b511327,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,C7PLV2,0.49051186442375183,RHEA:14901,0.7134751773049646,1.0,0.0,0.4376947121115602,0.20000000000000004,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4c4ba4bc0549,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,Q401R5,0.5224639773368835,RHEA:31011,0.8367346938775511,0.6666666666666666,0.471404492855072,0.2954391127048946,0.3,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4ceba15356bf,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,M1V9Q0,0.4527222216129303,RHEA:66832,0.6961748633879782,0.6666666666666666,0.471404492855072,0.027559201237021762,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4cfa7e6347ac,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,W8NXF3,0.6892808079719543,RHEA:30463,0.563939393939394,1.0,0.0,2.6082497383654157,0.3,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4d9779092922,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A3G1QTT3,0.43804171681404114,RHEA:77963,0.6775757575757576,0.3333333333333333,1.6996731758117676,0.046312446960932785,0.2333333333333333,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
MARTS_EXT_RXN_4e8885af0277,reaction_to_enzyme,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,,,direct,A0A142ZC57,0.6878483891487122,RHEA:27425,0.6500653594771242,1.0,0.0,0.6068638356214041,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
