query_id,direction,ranking_objective,model_directory,secondary_model_directory,auxiliary_score_directory,score_source,top1_candidate_id,top1_score,query_nearest_library_id,query_nearest_library_similarity,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,empirical_reliability_score,empirical_reliability_tier,empirical_reliability_status,reliability_recommendation,known_associations_masked,accepted_by_policy
A0A059PYD5,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28294,0.016393441706895828,Q8SA63,0.9996583461761475,1.0,0.0,0.11212201443944275,0.8470418470418472,0.9,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
A0A059PYD5,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:28294,0.998670220375061,Q8SA63,0.9996583461761475,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
A0A067N7X3,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:53668,0.015893954783678055,A0A5Q0QMX0,0.9868166446685791,0.6666666666666666,0.471404492855072,0.1250894095042458,0.5445665445665445,0.8,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A067N7X3,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:53668,0.016393441706895828,A0A5Q0QMX0,0.9868166446685791,0.6666666666666666,0.471404492855072,0.136485771125406,0.5428571428571428,0.8,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A067N7X3,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:53668,0.9950132966041565,A0A5Q0QMX0,0.9868166446685791,0.6666666666666666,0.471404492855072,0.041174323653262956,0.3,0.4444444444444444,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A067NBB1,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:28639,0.015893954783678055,P0DL13,0.9888971447944641,1.0,0.0,0.09933131128928004,0.6317016317016316,0.8666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A067NBB1,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,MARTS_EXT_RXN_5ebefc2c5944,0.015625,P0DL13,0.9888971447944641,0.3333333333333333,1.247219204902649,0.12126712059844777,0.7654808959156786,0.9333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A067NBB1,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:28639,0.9958444237709045,P0DL13,0.9888971447944641,1.0,0.0,0.0,0.5,0.7777777777777778,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A067NY86,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:28639,0.015625,A0A5Q0QU70,0.9959673285484314,1.0,0.0,0.09965889482739614,0.6666666666666666,0.8,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A067NY86,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28639,0.015887174755334854,A0A5Q0QU70,0.9959673285484314,1.0,0.0,0.0980594740623273,0.7654808959156784,0.9333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A067NY86,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:28639,0.9953457713127136,A0A5Q0QU70,0.9959673285484314,1.0,0.0,0.0,0.6666666666666666,0.8888888888888888,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,9,True
A0A068EUF6,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:28643,0.015228712931275368,Q5SBP4,0.995803713798523,0.3333333333333333,4.966554641723633,0.04272074378917562,0.6239316239316239,0.8666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A068EUF6,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:16965,0.015953021124005318,Q5SBP4,0.995803713798523,0.3333333333333333,2.1602468490600586,0.19425179759709682,0.714975845410628,0.9,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A068EUF6,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:16965,0.9976729154586792,Q5SBP4,0.995803713798523,0.3333333333333333,1.6996731758117676,0.0,0.2333333333333333,0.5555555555555556,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W0Z3,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.015317235141992569,J7LMP2,0.996376097202301,0.3333333333333333,4.642796039581299,0.08451907851051779,0.34942182001005534,0.7333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W0Z3,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12516,0.014505712315440178,J7LMP2,0.996376097202301,0.6666666666666666,0.471404492855072,0.08304220691410072,0.8470418470418472,0.9333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W0Z3,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:12516,0.9966755509376526,J7LMP2,0.996376097202301,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W3D9,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:12016,0.016393441706895828,I6QPS5,0.9970037341117859,1.0,0.0,0.09986287261450336,0.8787878787878789,0.9666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W3D9,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12016,0.016393441706895828,I6QPS5,0.9970037341117859,1.0,0.0,0.1038914249362647,0.714975845410628,0.9,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A075W3D9,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:12016,0.998670220375061,I6QPS5,0.9970037341117859,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAR6,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:12516,0.015737704932689667,Q84LF1,0.9956048727035522,0.3333333333333333,0.8164966106414795,0.042940661156802125,0.8787878787878789,0.9666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAR6,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12516,0.01616290956735611,Q84LF1,0.9956048727035522,1.0,0.0,0.10226618117821103,0.7191040843214757,0.9166666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAR6,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:12516,0.9910238981246948,Q84LF1,0.9956048727035522,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAU5,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:19525,0.016211293637752533,I7H727,0.9979463219642639,0.6666666666666666,0.9428090453147888,0.09457683781838006,0.8787878787878789,0.9333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAU5,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12016,0.015321563929319382,I7H727,0.9979463219642639,0.3333333333333333,2.054804801940918,0.037981098319274424,0.7171717171717171,0.9,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAU5,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:12016,0.9948471188545227,I7H727,0.9979463219642639,0.3333333333333333,2.4494898319244385,0.0,0.06666666666666667,0.3333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
A0A076GAU9,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:16965,0.016393441706895828,Q8L5K4,0.9942011833190918,0.6666666666666666,0.471404492855072,0.22605519564805768,0.4761904761904762,0.7666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
A0A076GAU9,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:25496,0.015726495534181595,Q8L5K4,0.9942011833190918,1.0,0.0,0.10039302181816533,0.6522144522144523,0.8833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
A0A076GAU9,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:34503,0.9953457117080688,Q8L5K4,0.9942011833190918,0.0,1.247219204902649,0.0,0.39999999999999997,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,2,True
A0A076GBT5,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:31895,0.015737704932689667,H9L9E5,0.9961190819740295,1.0,0.0,0.09262219770007907,0.7676767676767677,0.9,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076GBT5,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:31895,0.01616290956735611,H9L9E5,0.9961190819740295,0.6666666666666666,0.471404492855072,0.09736049630068727,0.6222222222222222,0.8166666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076GBT5,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:31895,0.9920213222503662,H9L9E5,0.9961190819740295,0.6666666666666666,1.8856180906295776,0.0,0.2333333333333333,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076KZH5,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.015893954783678055,Q6JD69,0.9918535947799683,1.0,0.0,0.0962448926836095,0.5811965811965812,0.8333333333333334,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076KZH5,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12516,0.015524093061685562,Q6JD69,0.9918535947799683,1.0,0.0,0.09652771570262554,0.6685990338164252,0.8833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076KZH5,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:27425,0.9895279407501221,Q6JD69,0.9918535947799683,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076KZS5,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.015625,A0A3L6G998,0.9920670390129089,1.0,0.0,0.09624186504028026,0.5128205128205128,0.7333333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076KZS5,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28643,0.014178321696817875,A0A3L6G998,0.9920670390129089,0.6666666666666666,0.471404492855072,0.3946947897243557,0.5604938271604938,0.7833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076KZS5,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:27425,0.9890292286872864,A0A3L6G998,0.9920670390129089,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L4M0,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.015625,C7E5V7,0.9920811653137207,1.0,0.0,0.09547941324459726,0.6666666666666666,0.8666666666666667,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L4M0,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28643,0.014178321696817875,C7E5V7,0.9920811653137207,0.6666666666666666,0.471404492855072,0.3945265150523373,0.5384615384615384,0.7833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L4M0,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:27425,0.9910239577293396,C7E5V7,0.9920811653137207,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L4Z9,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.015625,A0A3L6G998,0.9935796856880188,1.0,0.0,0.09288578595224911,0.5018315018315018,0.8,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076L4Z9,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:12516,0.015524093061685562,A0A3L6G998,0.9935796856880188,1.0,0.0,0.09586986614937798,0.6258639910813825,0.8833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076L4Z9,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:27425,0.9940159320831299,A0A3L6G998,0.9935796856880188,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,3,True
A0A076L503,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:27425,0.016393441706895828,Q6JD69,0.9928909540176392,1.0,0.0,0.1049921857839965,0.5811965811965812,0.8333333333333334,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L503,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28643,0.013698844239115715,Q6JD69,0.9928909540176392,0.3333333333333333,3.399346351623535,0.06004397983318886,0.4692939244663383,0.7833333333333333,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L503,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:27425,0.9930185675621033,Q6JD69,0.9928909540176392,1.0,0.0,0.0,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L784,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:28294,0.01604035310447216,Q6JD69,0.9925826191902161,1.0,0.0,0.055950906089308014,0.6317016317016316,0.8333333333333334,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L784,enzyme_to_reaction,top20,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,/home/s241850073/igem2026/results/terpene_production_models/marts_dual_kernel_e2r_top20,rrf_e2r_top20_primary0.7_dual_kernel0.3_c60,RHEA:28294,0.016393441706895828,Q6JD69,0.9925826191902161,1.0,0.0,0.10858256708137742,0.6685990338164252,0.85,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A076L784,enzyme_to_reaction,top3,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,,,neighbor_hybrid_direct_0.75,RHEA:28294,0.9940159916877747,Q6JD69,0.9925826191902161,0.6666666666666666,1.8856180906295776,0.0,0.3333333333333333,0.6666666666666666,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,6,True
A0A094YZ24,enzyme_to_reaction,top10,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_e2r_hardneg128,,rrf_e2r_top10_primary0.35_secondary0.65_c60,RHEA:33123,0.016393441706895828,O34707,0.9822435975074768,0.6666666666666666,0.471404492855072,0.15791221417131812,1.0,1.0,,uncalibrated,not_applicable_known_associations_masked,manual_review_required,1,True
