query_id,positive_count,candidate_count,mrr,map,ndcg_at_10,best_positive_rank,mean_positive_rank,hit_at_1,hit_at_5,hit_at_10,hit_at_20,hit_at_50
E0SKP1,1,10131,0.015384615384615385,0.015384615384615385,0.0,65,65.0,0.0,0.0,0.0,0.0,0.0
E5Y377,1,10131,0.001941747572815534,0.001941747572815534,0.0,515,515.0,0.0,0.0,0.0,0.0,0.0
E5Y7I3,1,10131,0.001697792869269949,0.001697792869269949,0.0,589,589.0,0.0,0.0,0.0,0.0,0.0
E6LDH5,1,10131,0.03333333333333333,0.03333333333333333,0.0,30,30.0,0.0,0.0,0.0,0.0,1.0
E9P162,2,10131,0.1111111111111111,0.15555555555555556,0.36181498356361597,9,9.5,0.0,0.0,1.0,1.0,1.0
F8G0P2,1,10131,0.010869565217391304,0.010869565217391304,0.0,92,92.0,0.0,0.0,0.0,0.0,0.0
F8JK18,1,10131,0.03225806451612903,0.03225806451612903,0.0,31,31.0,0.0,0.0,0.0,0.0,1.0
F8JSS1,1,10131,0.1111111111111111,0.1111111111111111,0.3010299956639812,9,9.0,0.0,0.0,1.0,1.0,1.0
G1FNI6,4,10131,0.5,0.3091736694677871,0.49394517682785766,2,13.0,0.0,1.0,1.0,1.0,1.0
G9MAP1,7,10131,0.02127659574468085,0.015520546405365187,0.0,47,521.7142857142857,0.0,0.0,0.0,0.0,1.0
I1S104,1,10131,0.01098901098901099,0.01098901098901099,0.0,91,91.0,0.0,0.0,0.0,0.0,0.0
I4DJ24,1,10131,0.002364066193853428,0.002364066193853428,0.0,423,423.0,0.0,0.0,0.0,0.0,0.0
I6WZK7,1,10131,0.0011098779134295228,0.0011098779134295228,0.0,901,901.0,0.0,0.0,0.0,0.0,0.0
I7HD01,1,10131,0.00035211267605633805,0.00035211267605633805,0.0,2840,2840.0,0.0,0.0,0.0,0.0,0.0
J0MXJ0,1,10131,0.005050505050505051,0.005050505050505051,0.0,198,198.0,0.0,0.0,0.0,0.0,0.0
J0MXK0,2,10131,0.16666666666666666,0.09218289085545722,0.21840743681816419,6,59.5,0.0,0.0,1.0,1.0,1.0
J1H0Z7,2,10131,0.013157894736842105,0.00977383554733479,0.0,76,194.5,0.0,0.0,0.0,0.0,0.0
O33125,1,10131,0.00012708095056551024,0.00012708095056551024,0.0,7869,7869.0,0.0,0.0,0.0,0.0,0.0
O35943,1,10131,0.000165371258475277,0.000165371258475277,0.0,6047,6047.0,0.0,0.0,0.0,0.0,0.0
O36015,1,10131,0.012048192771084338,0.012048192771084338,0.0,83,83.0,0.0,0.0,0.0,0.0,0.0
O46119,1,10131,0.0010672358591248667,0.0010672358591248667,0.0,937,937.0,0.0,0.0,0.0,0.0,0.0
O46414,1,10131,0.0009025270758122744,0.0009025270758122744,0.0,1108,1108.0,0.0,0.0,0.0,0.0,0.0
O50171,1,10131,0.0009380863039399625,0.0009380863039399625,0.0,1066,1066.0,0.0,0.0,0.0,0.0,0.0
O57383,1,10131,0.1,0.1,0.2890648263178879,10,10.0,0.0,0.0,1.0,1.0,1.0
O65100,1,10131,0.00019357336430507162,0.00019357336430507162,0.0,5166,5166.0,0.0,0.0,0.0,0.0,0.0
O68926,1,10131,0.0006544502617801048,0.0006544502617801048,0.0,1528,1528.0,0.0,0.0,0.0,0.0,0.0
O68935,1,10131,0.0005449591280653951,0.0005449591280653951,0.0,1835,1835.0,0.0,0.0,0.0,0.0,0.0
O70325,2,10131,0.0015037593984962407,0.001644736842105263,0.0,665,892.5,0.0,0.0,0.0,0.0,0.0
O74831,1,10131,0.0003048780487804878,0.0003048780487804878,0.0,3280,3280.0,0.0,0.0,0.0,0.0,0.0
O87941,1,10131,0.0018050541516245488,0.0018050541516245488,0.0,554,554.0,0.0,0.0,0.0,0.0,0.0
P00435,2,10131,0.08333333333333333,0.043319559228650134,0.0,12,308.5,0.0,0.0,0.0,1.0,1.0
P02794,1,10131,0.001037344398340249,0.001037344398340249,0.0,964,964.0,0.0,0.0,0.0,0.0,0.0
P02915,4,10131,0.019230769230769232,0.04631236164255032,0.0,52,53.5,0.0,0.0,0.0,0.0,0.0
P06746,1,10131,0.07142857142857142,0.07142857142857142,0.0,14,14.0,0.0,0.0,0.0,1.0,1.0
P06766,1,10131,0.07692307692307693,0.07692307692307693,0.0,13,13.0,0.0,0.0,0.0,1.0,1.0
P07109,4,10131,0.058823529411764705,0.05545864810570693,0.0,17,45.5,0.0,0.0,0.0,1.0,1.0
P07203,2,10131,0.07142857142857142,0.03759398496240601,0.0,14,273.0,0.0,0.0,0.0,1.0,1.0
P07229,1,10131,0.0010638297872340426,0.0010638297872340426,0.0,940,940.0,0.0,0.0,0.0,0.0,0.0
P07798,1,10131,0.001851851851851852,0.001851851851851852,0.0,540,540.0,0.0,0.0,0.0,0.0,0.0
P08267,1,10131,0.0009643201542912247,0.0009643201542912247,0.0,1037,1037.0,0.0,0.0,0.0,0.0,0.0
P09528,1,10131,0.0009643201542912247,0.0009643201542912247,0.0,1037,1037.0,0.0,0.0,0.0,0.0,0.0
P0A0R2,1,10131,0.0011402508551881414,0.0011402508551881414,0.0,877,877.0,0.0,0.0,0.0,0.0,0.0
P0A9N9,1,10131,0.01282051282051282,0.01282051282051282,0.0,78,78.0,0.0,0.0,0.0,0.0,0.0
P0AAF9,1,10131,0.0196078431372549,0.0196078431372549,0.0,51,51.0,0.0,0.0,0.0,0.0,0.0
P0ABD4,1,10131,0.0005396654074473826,0.0005396654074473826,0.0,1853,1853.0,0.0,0.0,0.0,0.0,0.0
P0DX40,3,10131,0.013888888888888888,0.01379758828596038,0.0,72,150.33333333333334,0.0,0.0,0.0,0.0,0.0
P0DX41,1,10131,0.0003181673560292714,0.0003181673560292714,0.0,3143,3143.0,0.0,0.0,0.0,0.0,0.0
P0DX42,1,10131,0.0024330900243309003,0.0024330900243309003,0.0,411,411.0,0.0,0.0,0.0,0.0,0.0
P0DX43,1,10131,0.012195121951219513,0.012195121951219513,0.0,82,82.0,0.0,0.0,0.0,0.0,0.0
P13570,1,10131,0.00028993911278631486,0.00028993911278631486,0.0,3449,3449.0,0.0,0.0,0.0,0.0,0.0
P15031,1,10131,0.014084507042253521,0.014084507042253521,0.0,71,71.0,0.0,0.0,0.0,0.0,0.0
P17663,1,10131,0.001182033096926714,0.001182033096926714,0.0,846,846.0,0.0,0.0,0.0,0.0,0.0
P18685,1,10131,0.0008210180623973727,0.0008210180623973727,0.0,1218,1218.0,0.0,0.0,0.0,0.0,0.0
P19130,1,10131,0.0008156606851549756,0.0008156606851549756,0.0,1226,1226.0,0.0,0.0,0.0,0.0,0.0
P19132,1,10131,0.0009784735812133072,0.0009784735812133072,0.0,1022,1022.0,0.0,0.0,0.0,0.0,0.0
P19975,1,10131,0.00020275750202757503,0.00020275750202757503,0.0,4932,4932.0,0.0,0.0,0.0,0.0,0.0
P19976,1,10131,0.00018953752843062926,0.00018953752843062926,0.0,5276,5276.0,0.0,0.0,0.0,0.0,0.0
P22352,1,10131,0.00398406374501992,0.00398406374501992,0.0,251,251.0,0.0,0.0,0.0,0.0,0.0
P22759,1,10131,0.0006510416666666666,0.0006510416666666666,0.0,1536,1536.0,0.0,0.0,0.0,0.0,0.0
P24602,1,10131,0.001694915254237288,0.001694915254237288,0.0,590,590.0,0.0,0.0,0.0,0.0,0.0
P25319,1,10131,0.0012531328320802004,0.0012531328320802004,0.0,798,798.0,0.0,0.0,0.0,0.0,0.0
P25320,1,10131,0.002570694087403599,0.002570694087403599,0.0,389,389.0,0.0,0.0,0.0,0.0,0.0
P25699,1,10131,0.00020437359493153485,0.00020437359493153485,0.0,4893,4893.0,0.0,0.0,0.0,0.0,0.0
P25915,1,10131,0.0010660980810234541,0.0010660980810234541,0.0,938,938.0,0.0,0.0,0.0,0.0,0.0
P29036,1,10131,0.00025806451612903227,0.00025806451612903227,0.0,3875,3875.0,0.0,0.0,0.0,0.0,0.0
P29389,1,10131,0.0009930486593843098,0.0009930486593843098,0.0,1007,1007.0,0.0,0.0,0.0,0.0,0.0
P29390,1,10131,0.00026624068157614486,0.00026624068157614486,0.0,3756,3756.0,0.0,0.0,0.0,0.0,0.0
P32347,1,10131,0.0007530120481927711,0.0007530120481927711,0.0,1328,1328.0,0.0,0.0,0.0,0.0,0.0
P32362,1,10131,0.0003951007506914263,0.0003951007506914263,0.0,2531,2531.0,0.0,0.0,0.0,0.0,0.0
P36649,1,10131,0.007042253521126761,0.007042253521126761,0.0,142,142.0,0.0,0.0,0.0,0.0,0.0
P37261,1,10131,0.0017543859649122807,0.0017543859649122807,0.0,570,570.0,0.0,0.0,0.0,0.0,0.0
P38238,1,10131,0.012048192771084338,0.012048192771084338,0.0,83,83.0,0.0,0.0,0.0,0.0,0.0
P38993,2,10131,0.004201680672268907,0.003515267493135868,0.0,238,472.5,0.0,0.0,0.0,0.0,0.0
P39409,1,10131,0.0014144271570014145,0.0014144271570014145,0.0,707,707.0,0.0,0.0,0.0,0.0,0.0
P41822,1,10131,0.0028328611898017,0.0028328611898017,0.0,353,353.0,0.0,0.0,0.0,0.0,0.0
P42269,1,10131,0.005154639175257732,0.005154639175257732,0.0,194,194.0,0.0,0.0,0.0,0.0,0.0
P42577,1,10131,0.0014925373134328358,0.0014925373134328358,0.0,670,670.0,0.0,0.0,0.0,0.0,0.0
P42578,1,10131,0.0007107320540156361,0.0007107320540156361,0.0,1407,1407.0,0.0,0.0,0.0,0.0,0.0
P43314,1,10131,0.0006993006993006993,0.0006993006993006993,0.0,1430,1430.0,0.0,0.0,0.0,0.0,0.0
P43315,1,10131,0.0006207324643078833,0.0006207324643078833,0.0,1611,1611.0,0.0,0.0,0.0,0.0,0.0
P44743,1,10131,0.0038314176245210726,0.0038314176245210726,0.0,261,261.0,0.0,0.0,0.0,0.0,0.0
P45080,1,10131,0.006711409395973154,0.006711409395973154,0.0,149,149.0,0.0,0.0,0.0,0.0,0.0
P45092,1,10131,0.02040816326530612,0.02040816326530612,0.0,49,49.0,0.0,0.0,0.0,0.0,1.0
P45430,1,10131,0.0007067137809187279,0.0007067137809187279,0.0,1415,1415.0,0.0,0.0,0.0,0.0,0.0
P49944,1,10131,0.00045599635202918376,0.00045599635202918376,0.0,2193,2193.0,0.0,0.0,0.0,0.0,0.0
P49946,1,10131,0.0010706638115631692,0.0010706638115631692,0.0,934,934.0,0.0,0.0,0.0,0.0,0.0
P49947,1,10131,0.0015923566878980893,0.0015923566878980893,0.0,628,628.0,0.0,0.0,0.0,0.0,0.0
P49948,1,10131,0.0012077294685990338,0.0012077294685990338,0.0,828,828.0,0.0,0.0,0.0,0.0,0.0
P54950,1,10131,0.0011299435028248588,0.0011299435028248588,0.0,885,885.0,0.0,0.0,0.0,0.0,0.0
P56998,1,10131,0.001128668171557562,0.001128668171557562,0.0,886,886.0,0.0,0.0,0.0,0.0,0.0
P70697,1,10131,0.0003594536304816679,0.0003594536304816679,0.0,2782,2782.0,0.0,0.0,0.0,0.0,0.0
P77930,1,10131,0.001890359168241966,0.001890359168241966,0.0,529,529.0,0.0,0.0,0.0,0.0,0.0
P80145,1,10131,0.0009832841691248771,0.0009832841691248771,0.0,1017,1017.0,0.0,0.0,0.0,0.0,0.0
P85835,1,10131,0.001483679525222552,0.001483679525222552,0.0,674,674.0,0.0,0.0,0.0,0.0,0.0
P85836,1,10131,0.0015060240963855422,0.0015060240963855422,0.0,664,664.0,0.0,0.0,0.0,0.0,0.0
P85837,1,10131,0.0011299435028248588,0.0011299435028248588,0.0,885,885.0,0.0,0.0,0.0,0.0,0.0
P85838,1,10131,0.0011737089201877935,0.0011737089201877935,0.0,852,852.0,0.0,0.0,0.0,0.0,0.0
P85839,1,10131,0.0015360983102918587,0.0015360983102918587,0.0,651,651.0,0.0,0.0,0.0,0.0,0.0
P9WEG8,2,10131,0.0015082956259426848,0.0022601719093568846,0.0,663,663.5,0.0,0.0,0.0,0.0,0.0
P9WMK6,1,10131,0.00014545454545454546,0.00014545454545454546,0.0,6875,6875.0,0.0,0.0,0.0,0.0,0.0
P9WMK7,1,10131,0.0001465630954125751,0.0001465630954125751,0.0,6823,6823.0,0.0,0.0,0.0,0.0,0.0
P9WNE4,1,10131,0.001218026796589525,0.001218026796589525,0.0,821,821.0,0.0,0.0,0.0,0.0,0.0
P9WPQ8,1,10131,0.0006381620931716656,0.0006381620931716656,0.0,1567,1567.0,0.0,0.0,0.0,0.0,0.0
Q05B87,1,10131,0.00014992503748125936,0.00014992503748125936,0.0,6670,6670.0,0.0,0.0,0.0,0.0,0.0
Q07540,1,10131,0.00018793459875963165,0.00018793459875963165,0.0,5321,5321.0,0.0,0.0,0.0,0.0,0.0
Q0CPG8,1,10131,0.005050505050505051,0.005050505050505051,0.0,198,198.0,0.0,0.0,0.0,0.0,0.0
Q0K844,1,10131,0.015873015873015872,0.015873015873015872,0.0,63,63.0,0.0,0.0,0.0,0.0,0.0
Q16595,1,10131,0.00018712574850299402,0.00018712574850299402,0.0,5344,5344.0,0.0,0.0,0.0,0.0,0.0
Q18CP3,1,10131,0.003436426116838488,0.003436426116838488,0.0,291,291.0,0.0,0.0,0.0,0.0,0.0
Q1PX48,1,10131,0.002932551319648094,0.002932551319648094,0.0,341,341.0,0.0,0.0,0.0,0.0,0.0
Q1QYU6,1,10131,0.0028735632183908046,0.0028735632183908046,0.0,348,348.0,0.0,0.0,0.0,0.0,0.0
Q1QYU7,1,10131,0.007407407407407408,0.007407407407407408,0.0,135,135.0,0.0,0.0,0.0,0.0,0.0
Q22031,1,10131,0.015873015873015872,0.015873015873015872,0.0,63,63.0,0.0,0.0,0.0,0.0,0.0
Q26061,1,10131,0.0013736263736263737,0.0013736263736263737,0.0,728,728.0,0.0,0.0,0.0,0.0,0.0
Q27958,1,10131,0.07692307692307693,0.07692307692307693,0.0,13,13.0,0.0,0.0,0.0,1.0,1.0
Q2FWC5,1,10131,0.001349527665317139,0.001349527665317139,0.0,741,741.0,0.0,0.0,0.0,0.0,0.0
Q2G5J3,1,10131,0.004694835680751174,0.004694835680751174,0.0,213,213.0,0.0,0.0,0.0,0.0,0.0
Q2G5J4,1,10131,0.125,0.125,0.31546487678572877,8,8.0,0.0,0.0,1.0,1.0,1.0
Q2MHN2,1,10131,0.000945179584120983,0.000945179584120983,0.0,1058,1058.0,0.0,0.0,0.0,0.0,0.0
Q2RVS1,1,10131,0.0035714285714285713,0.0035714285714285713,0.0,280,280.0,0.0,0.0,0.0,0.0,0.0
Q2YDI9,1,10131,0.00028555111364934324,0.00028555111364934324,0.0,3502,3502.0,0.0,0.0,0.0,0.0,0.0
Q30W71,1,10131,0.0017094017094017094,0.0017094017094017094,0.0,585,585.0,0.0,0.0,0.0,0.0,0.0
Q312S3,1,10131,0.001658374792703151,0.001658374792703151,0.0,603,603.0,0.0,0.0,0.0,0.0,0.0
Q38HX2,1,10131,0.008620689655172414,0.008620689655172414,0.0,116,116.0,0.0,0.0,0.0,0.0,0.0
Q39101,1,10131,0.000203210729526519,0.000203210729526519,0.0,4921,4921.0,0.0,0.0,0.0,0.0,0.0
Q41709,1,10131,0.00027100271002710027,0.00027100271002710027,0.0,3690,3690.0,0.0,0.0,0.0,0.0,0.0
Q4WBI0,2,10131,0.0011389521640091116,0.0012282376103313016,0.0,878,1198.0,0.0,0.0,0.0,0.0,0.0
Q4WBI3,2,10131,0.07142857142857142,0.09453781512605042,0.0,14,15.5,0.0,0.0,0.0,1.0,1.0
Q4WBI5,1,10131,0.2,0.2,0.38685280723454163,5,5.0,0.0,1.0,1.0,1.0,1.0
Q50925,1,10131,0.004347826086956522,0.004347826086956522,0.0,230,230.0,0.0,0.0,0.0,0.0,0.0
Q54C45,1,10131,0.00014916467780429595,0.00014916467780429595,0.0,6704,6704.0,0.0,0.0,0.0,0.0,0.0
Q54VA8,1,10131,0.010416666666666666,0.010416666666666666,0.0,96,96.0,0.0,0.0,0.0,0.0,0.0
Q58624,1,10131,0.012195121951219513,0.012195121951219513,0.0,82,82.0,0.0,0.0,0.0,0.0,0.0
Q59026,1,10131,0.002652519893899204,0.002652519893899204,0.0,377,377.0,0.0,0.0,0.0,0.0,0.0
Q59738,1,10131,0.0007272727272727272,0.0007272727272727272,0.0,1375,1375.0,0.0,0.0,0.0,0.0,0.0
Q5R8J7,1,10131,0.0010504201680672268,0.0010504201680672268,0.0,952,952.0,0.0,0.0,0.0,0.0,0.0
Q5RDK5,1,10131,0.0003711952487008166,0.0003711952487008166,0.0,2694,2694.0,0.0,0.0,0.0,0.0,0.0
Q60332,1,10131,0.013157894736842105,0.013157894736842105,0.0,76,76.0,0.0,0.0,0.0,0.0,0.0
Q61P40,1,10131,0.07692307692307693,0.07692307692307693,0.0,13,13.0,0.0,0.0,0.0,1.0,1.0
Q6DRD3,1,10131,0.125,0.125,0.31546487678572877,8,8.0,0.0,0.0,1.0,1.0,1.0
Q6J540,2,10131,0.007042253521126761,0.008283031522468143,0.0,142,176.0,0.0,0.0,0.0,0.0,0.0
Q6J541,2,10131,0.007042253521126761,0.008352044634959515,0.0,142,174.5,0.0,0.0,0.0,0.0,0.0
Q727N0,1,10131,0.002105263157894737,0.002105263157894737,0.0,475,475.0,0.0,0.0,0.0,0.0,0.0
Q7KRU8,1,10131,0.0028735632183908046,0.0028735632183908046,0.0,348,348.0,0.0,0.0,0.0,0.0,0.0
Q7SXA6,1,10131,0.001182033096926714,0.001182033096926714,0.0,846,846.0,0.0,0.0,0.0,0.0,0.0
Q8CBC7,1,10131,0.010526315789473684,0.010526315789473684,0.0,95,95.0,0.0,0.0,0.0,0.0,0.0
Q8FW95,1,10131,0.00043725404459991256,0.00043725404459991256,0.0,2287,2287.0,0.0,0.0,0.0,0.0,0.0
Q8H1T3,1,10131,0.00023408239700374532,0.00023408239700374532,0.0,4272,4272.0,0.0,0.0,0.0,0.0,0.0
Q8HXX9,1,10131,0.00016605778811026238,0.00016605778811026238,0.0,6022,6022.0,0.0,0.0,0.0,0.0,0.0
Q8HY31,1,10131,0.0003487966515521451,0.0003487966515521451,0.0,2867,2867.0,0.0,0.0,0.0,0.0,0.0
Q8K409,1,10131,0.08333333333333333,0.08333333333333333,0.0,12,12.0,0.0,0.0,0.0,1.0,1.0
Q8MIP0,1,10131,0.0011025358324145535,0.0011025358324145535,0.0,907,907.0,0.0,0.0,0.0,0.0,0.0
Q8N4E7,1,10131,0.0002718129926610492,0.0002718129926610492,0.0,3679,3679.0,0.0,0.0,0.0,0.0,0.0
Q8RX97,1,10131,0.00022138587558113792,0.00022138587558113792,0.0,4517,4517.0,0.0,0.0,0.0,0.0,0.0
Q8U1L4,1,10131,0.00011719207781553967,0.00011719207781553967,0.0,8533,8533.0,0.0,0.0,0.0,0.0,0.0
Q8X947,1,10131,0.007042253521126761,0.007042253521126761,0.0,142,142.0,0.0,0.0,0.0,0.0,0.0
Q8Z138,1,10131,0.013513513513513514,0.013513513513513514,0.0,74,74.0,0.0,0.0,0.0,0.0,0.0
Q8Z9E1,1,10131,0.008,0.008,0.0,125,125.0,0.0,0.0,0.0,0.0,0.0
Q8ZBK0,1,10131,0.01098901098901099,0.01098901098901099,0.0,91,91.0,0.0,0.0,0.0,0.0,0.0
Q8ZRS2,1,10131,0.008,0.008,0.0,125,125.0,0.0,0.0,0.0,0.0,0.0
Q93K96,2,10131,0.0007757951900698216,0.0011630913934845232,0.0,1289,1289.5,0.0,0.0,0.0,0.0,0.0
Q93PP9,1,10131,0.0010976948408342481,0.0010976948408342481,0.0,911,911.0,0.0,0.0,0.0,0.0,0.0
Q948P5,1,10131,0.00026860059092130003,0.00026860059092130003,0.0,3723,3723.0,0.0,0.0,0.0,0.0,0.0
Q948P6,1,10131,0.00023218017181332715,0.00023218017181332715,0.0,4307,4307.0,0.0,0.0,0.0,0.0,0.0
Q94FY2,1,10131,0.0001918649270913277,0.0001918649270913277,0.0,5212,5212.0,0.0,0.0,0.0,0.0,0.0
Q94IC4,1,10131,0.0002224694104560623,0.0002224694104560623,0.0,4495,4495.0,0.0,0.0,0.0,0.0,0.0
Q95MP7,1,10131,0.0009276437847866419,0.0009276437847866419,0.0,1078,1078.0,0.0,0.0,0.0,0.0,0.0
Q96540,1,10131,0.00023872045834328001,0.00023872045834328001,0.0,4189,4189.0,0.0,0.0,0.0,0.0,0.0
Q9CM94,1,10131,0.009900990099009901,0.009900990099009901,0.0,101,101.0,0.0,0.0,0.0,0.0,0.0
Q9D5H4,1,10131,0.00034340659340659343,0.00034340659340659343,0.0,2912,2912.0,0.0,0.0,0.0,0.0,0.0
Q9HTF3,1,10131,0.0034129692832764505,0.0034129692832764505,0.0,293,293.0,0.0,0.0,0.0,0.0,0.0
Q9HTF4,1,10131,0.010309278350515464,0.010309278350515464,0.0,97,97.0,0.0,0.0,0.0,0.0,0.0
Q9HWF9,1,10131,0.0015151515151515152,0.0015151515151515152,0.0,660,660.0,0.0,0.0,0.0,0.0,0.0
Q9HZS1,1,10131,0.018518518518518517,0.018518518518518517,0.0,54,54.0,0.0,0.0,0.0,0.0,0.0
Q9KM76,1,10131,0.006622516556291391,0.006622516556291391,0.0,151,151.0,0.0,0.0,0.0,0.0,0.0
