split_id,direction,budget,query_id,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,query_nearest_train_similarity,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,reliability_score,risk_tier
p0_r4,enzyme_to_reaction,3,MARTS_SEQ_b9a68c08d5d19447,1,0,0.0,85,0.0117647058823529,0.9787739515304564,1.0,0.0,0.0007821893086656,0.1045047207504857,0.3999999999999999,0.7777777777777778,0.0777086681241291,0.4771603532794076,higher_evidence
p0_r4,enzyme_to_reaction,3,MARTS_SEQ_b9b54421e0ae86f9,1,0,0.0,28,0.0357142857142857,0.9956205487251282,1.0,0.0,0.0007821893086656,0.0299100391213374,0.4666666666666666,0.7777777777777778,0.0299102870658224,0.2253943748299586,lower_evidence
p0_r4,enzyme_to_reaction,3,MARTS_SEQ_c0ea8ec6c723ff57,1,0,0.0,29,0.0344827586206896,0.9938123226165771,0.0,0.0,0.0035844966769218,0.0313670438425344,0.3,0.6666666666666666,0.1857902936052815,0.2494644639449507,intermediate
p0_r4,enzyme_to_reaction,3,MARTS_SEQ_c28cf13e99e914b2,1,0,0.0,309,0.0032362459546925,0.994091272354126,0.3333333333333333,0.471404492855072,0.0062084882520139,0.04522918201336,0.6666666666666666,0.8888888888888888,0.0655830084894052,0.2311475163390123,intermediate
p1_r0,enzyme_to_reaction,3,MARTS_SEQ_1240272e5aa4da1f,1,1,1.0,2,0.5,0.9714949131011964,1.0,0.0,0.0023466241545975,0.0177389388563776,0.3,0.6666666666666666,0.0177389388563776,0.5919090481573384,higher_evidence
p1_r0,enzyme_to_reaction,3,MARTS_SEQ_31119df6c28795cf,1,0,0.0,10,0.1,0.9884878993034364,0.6666666666666666,0.9428090453147888,0.002069504931569,0.0035532683349823,1.0,1.0,0.0177665969567806,0.3083658024291165,intermediate
p1_r0,enzyme_to_reaction,3,MARTS_SEQ_4d73f2c2cebedc27,2,0,0.0,216,0.0046296296296296,0.9887603521347046,0.6666666666666666,0.471404492855072,0.0074616665951907,0.0737826523363362,0.3999999999999999,0.5555555555555556,0.0127210807734147,0.2852310601717754,intermediate
p1_r0,enzyme_to_reaction,3,MARTS_SEQ_7008c3a4bf2d6394,1,0,0.0,28,0.0357142857142857,0.9960098266601562,1.0,0.0,0.0035844694357365,0.0845909113116499,0.3999999999999999,0.6666666666666666,0.0348320406342347,0.2204335393030192,lower_evidence
p1_r0,enzyme_to_reaction,3,MARTS_SEQ_7b18607bd967dbf1,1,0,0.0,41,0.024390243902439,0.9959630370140076,1.0,0.0,0.0,0.0153635664196921,1.0,1.0,0.0189092399484758,0.2085843156835059,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_0ec0194d47288fa8,1,0,0.0,35,0.0285714285714285,0.9776671528816224,0.3333333333333333,0.942808985710144,0.0041390098631381,0.0024922306426938,0.3,0.6666666666666666,0.0199365023448682,0.4883091798493216,higher_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_3d5bdc4338a228bc,1,0,0.0,304,0.0032894736842105,0.995317816734314,0.6666666666666666,0.471404492855072,0.0015643786173313,0.0247704375491323,0.4666666666666666,0.5555555555555556,0.0024772306149811,0.2252489773304756,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_62a78489b7a2c4a1,1,0,0.0,375,0.0026666666666666,0.9811580777168274,0.3333333333333333,0.942808985710144,0.004139004740864,0.0288851225897226,0.3999999999999999,0.7777777777777778,0.0144425612948613,0.4132805589710551,higher_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_75fe106f263557b0,1,0,0.0,4,0.25,0.9905246496200562,0.6666666666666666,0.9428090453147888,0.006109167356044,0.0,0.6666666666666666,0.8888888888888888,0.0149437710476038,0.3016496960654298,intermediate
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_92f428baa3de492e,1,0,0.0,139,0.0071942446043165,0.9731261134147644,0.6666666666666666,2.357022762298584,0.0354327671229839,0.0202231717191458,0.3999999999999999,0.7777777777777778,0.0859490927535829,0.6085997797231821,higher_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_a2e4541d8da01db0,1,0,0.0,14,0.0714285714285714,0.9956981539726256,1.0,0.0,0.001354815904051,0.0249801621592232,0.5,0.7777777777777778,0.0170920030963752,0.2278785284377322,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_aae8048fdacc8e86,1,0,0.0,33,0.0303030303030303,0.9944260120391846,1.0,0.0,0.0,0.0235937364312609,1.0,1.0,0.075499193810389,0.2447754705756807,intermediate
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_b38b7e61f2e8c66b,1,0,0.0,61,0.0163934426229508,0.9961174130439758,1.0,0.0,0.0,0.0188554404917423,0.6666666666666666,0.8888888888888888,0.0141420248629248,0.2224933250455224,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_c170b88c2051d11a,1,0,0.0,248,0.0040322580645161,0.993556261062622,0.6666666666666666,2.8284270763397217,0.0183941237628459,0.0348775855607979,0.1666666666666666,0.3333333333333333,0.0302270069540546,0.2180383402287342,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_cba7426461c4b927,1,0,0.0,90,0.0111111111111111,0.9413502216339112,0.6666666666666666,0.471404492855072,0.0007821893086656,0.0052947283408236,1.0,1.0,0.066190524014979,0.9403739779758457,higher_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_cd18e080281db05d,3,0,0.0,105,0.0095238095238095,0.9907162189483644,0.6666666666666666,0.9428090453147888,0.0043551013804972,0.0130655125166399,0.6666666666666666,0.8888888888888888,0.0,0.2986870542959375,intermediate
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_cd2c2cfa45ad818a,3,0,0.0,21,0.0476190476190476,0.990109384059906,1.0,0.0,0.0,0.0168893188245158,0.6666666666666666,0.8888888888888888,0.0506674364501832,0.294172988725785,intermediate
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_d925d1e87dacb918,1,0,0.0,10,0.1,0.9807963967323304,0.6666666666666666,0.471404492855072,0.002820243127644,0.0568471861788077,0.4666666666666666,0.6666666666666666,0.0370745529532512,0.464090913221362,higher_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_dd41597f75b5b01e,2,0,0.0,89,0.0112359550561797,0.9950685501098632,1.0,0.0,0.0,0.0691883684015322,0.3999999999999999,0.6666666666666666,0.0023064197841327,0.2191592219676789,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_de761d75c2406e42,1,0,0.0,175,0.0057142857142857,0.9938594102859496,0.3333333333333333,2.054804801940918,0.0211627632379531,0.007942956960197,0.1333333333333333,0.3333333333333333,0.0158853432851729,0.2433325298241375,intermediate
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_f7bba90c18ddf98b,1,0,0.0,10,0.1,0.9933626055717468,0.6666666666666666,1.4142135381698608,0.007461694534868,0.015538927347389,0.3,0.6666666666666666,0.0011099917312008,0.2205163595456566,lower_evidence
p1_r1,enzyme_to_reaction,3,MARTS_SEQ_ffb8ea17053aca9e,1,0,0.0,263,0.0038022813688212,0.985873520374298,1.0,0.0,0.0047579202800989,0.0952833801554945,0.3,0.6666666666666666,0.0025070662700611,0.3782372093727074,higher_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_0b638c2b22dcaae7,1,0,0.0,34,0.0294117647058823,0.9963142275810242,1.0,0.0,0.0007821893086656,0.0356861917319245,0.3999999999999999,0.6666666666666666,0.0,0.184932237375416,lower_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_3534041da06b8aed,1,0,0.0,14,0.0714285714285714,0.977813959121704,0.6666666666666666,0.9428090453147888,0.0068190200254321,0.0286175299480526,0.3999999999999999,0.6666666666666666,0.004769888156007,0.4937392636411669,higher_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_4cce5a1aa0ed9f97,1,0,0.0,63,0.0158730158730158,0.9943836331367492,0.6666666666666666,1.8856180906295776,0.0097696362063288,0.0170189246911907,0.5,0.7777777777777778,0.0170189246911907,0.2275136521338613,lower_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_5e6411c2b357058d,1,0,0.0,38,0.0263157894736842,0.9901120662689208,0.0,0.471404492855072,0.0020695314742624,0.0086460093210909,0.3999999999999999,0.7777777777777778,0.0118887578125883,0.2650868196349911,intermediate
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_6c84ffa9b93cf31c,1,0,0.0,14,0.0714285714285714,0.9946038126945496,1.0,0.0,0.0020694995764642,0.0366108683388484,0.6666666666666666,0.8888888888888888,0.0219664683984635,0.2339811741409887,intermediate
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_b988403c3b400a3b,2,0,0.0,91,0.0109890109890109,0.9888843894004822,1.0,0.0,0.0,0.0374529964667637,0.6666666666666666,0.8888888888888888,0.0210674366407015,0.327679741441518,intermediate
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_c170b88c2051d11a,1,0,0.0,44,0.0227272727272727,0.993556261062622,0.6666666666666666,1.4142135381698608,0.0125151695683598,0.0033515786155023,0.3999999999999999,0.7777777777777778,0.1038999002470685,0.2180383402287342,lower_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_cd18e080281db05d,1,0,0.0,121,0.0082644628099173,0.9907162189483644,1.0,0.0,0.0051292311400175,0.0589381771637177,0.6666666666666666,0.8888888888888888,0.0616173558147844,0.2986870542959375,intermediate
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_d0cdcfc0acab8e9d,1,0,0.0,17,0.0588235294117647,0.9760282635688782,0.6666666666666666,0.471404492855072,0.0035844969097524,0.0474470976382673,0.3,0.6666666666666666,0.0174802547067571,0.5245867353647874,higher_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,3,0.3333333333333333,0.9682685136795044,1.0,0.0,0.0028202780522406,0.0546362600206043,0.6666666666666666,0.8888888888888888,0.1178998851010676,0.65361517916449,higher_evidence
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_ef40d07ad9494dec,1,0,0.0,76,0.0131578947368421,0.993318498134613,1.0,0.0,0.0,0.2204580300478067,0.3,0.4444444444444444,0.0126696784288806,0.2502847917950836,intermediate
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_fe7b4de0a978089e,1,0,0.0,38,0.0263157894736842,0.9732394218444824,0.0,2.1602468490600586,0.0135706337168812,0.0027991773662458,0.0666666666666666,0.3333333333333333,0.0363868926772599,0.6066109229957659,higher_evidence
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_2e255e55f5ae5e4b,1,0,0.0,324,0.0030864197530864,0.9911160469055176,0.3333333333333333,0.8164966106414795,0.0143592581152915,0.3237285835063758,0.2,0.4444444444444444,0.0687562564905719,0.2507270343998755,intermediate
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_3f5a62fdc1e6df9d,1,0,0.0,147,0.0068027210884353,0.991566002368927,0.3333333333333333,1.247219204902649,0.0128051377832889,0.0397723772543409,0.2333333333333333,0.6666666666666666,0.0035095721138037,0.2816669618218935,intermediate
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_7b18607bd967dbf1,1,0,0.0,67,0.0149253731343283,0.9959630370140076,1.0,0.0,0.0,0.030506315109845,0.6666666666666666,0.7777777777777778,0.0117332175720495,0.2085843156835059,lower_evidence
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_876842bea25aa1c8,1,0,0.0,73,0.0136986301369863,0.9929978847503662,0.0,0.942808985710144,0.0051292139105498,0.0270798899081714,0.2333333333333333,0.4444444444444444,0.0077369525864799,0.2450947198568545,intermediate
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_ba195380448cbc4a,1,0,0.0,223,0.0044843049327354,0.9922974705696106,0.3333333333333333,0.8164966106414795,0.0034095356240868,0.0088375478890916,0.3999999999999999,0.7777777777777778,0.0287221496862084,0.2543227017807754,intermediate
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,3,0.3333333333333333,0.9682685136795044,1.0,0.0,0.0007821893086656,0.0172561462596886,1.0,1.0,0.1236727158680902,0.65361517916449,higher_evidence
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_e89fa451d89c44d8,1,0,0.0,70,0.0142857142857142,0.9908331036567688,0.3333333333333333,0.471404492855072,0.0027096318081021,0.0092731912439857,0.6666666666666666,0.8888888888888888,0.0973703818375952,0.2547210327996343,intermediate
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_f7bba90c18ddf98b,1,0,0.0,81,0.0123456790123456,0.9933626055717468,0.3333333333333333,0.471404492855072,0.0013547915732488,0.0022128596878681,0.6666666666666666,0.8888888888888888,0.030978604901908,0.2205163595456566,lower_evidence
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_4d73f2c2cebedc27,1,0,0.0,416,0.0024038461538461,0.9887603521347046,0.6666666666666666,1.4142135381698608,0.0195549577474594,0.0529875491423212,0.1333333333333333,0.5555555555555556,0.017663241495114,0.2852310601717754,intermediate
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_79d91ed587e26e50,1,0,0.0,66,0.0151515151515151,0.98988676071167,1.0,0.0,0.006109167356044,0.1832951700386463,0.3999999999999999,0.6666666666666666,0.0150657271082652,0.2877884732131293,intermediate
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_afa481e38da84c57,1,0,0.0,68,0.0147058823529411,0.9865760207176208,1.0,0.0,0.0064025688916444,0.2050183269962863,0.3,0.5555555555555556,0.0208937237079116,0.3661532200557092,higher_evidence
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_cd2c2cfa45ad818a,2,0,0.0,117,0.0085470085470085,0.990109384059906,0.6666666666666666,0.471404492855072,0.0007821893086656,0.0070277502636804,1.0,1.0,0.0093708386064335,0.294172988725785,intermediate
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_1734b6b2f13582a9,2,0,0.0,31,0.032258064516129,0.993587076663971,1.0,0.0,0.0020694783888757,0.0332526920663472,0.6666666666666666,0.8888888888888888,0.0532048806655032,0.2563720536961201,intermediate
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_2ac3ddb9161b51f1,1,0,0.0,120,0.0083333333333333,0.9956899285316468,1.0,0.0,5.960464477539064e-08,0.1354303316765079,0.3999999999999999,0.7777777777777778,0.0115754254029242,0.2117727128352027,lower_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_42221fd06304ffed,2,0,0.0,164,0.0060975609756097,0.9760297536849976,0.3333333333333333,1.632993221282959,0.010228575207293,0.0148526374026948,0.3,0.6666666666666666,0.0148526374026948,0.5245610393435636,higher_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_5ea69553f2007cd0,1,1,1.0,2,0.5,0.9392435550689696,0.6666666666666666,0.471404492855072,0.0051292139105498,0.0526699697441421,0.3,0.5555555555555556,0.0250808607490092,0.9495915396222296,higher_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_631c50402ca64f58,1,1,1.0,2,0.5,0.939887523651123,0.6666666666666666,0.471404492855072,0.0048848246224224,0.0476872950525842,0.3,0.5555555555555556,0.0326282916021212,0.9472732049640068,higher_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_72309ca38e9b1bce,1,1,1.0,2,0.5,0.9423211812973022,0.6666666666666666,0.471404492855072,0.0028202238027006,0.0425071848352934,0.5,0.6666666666666666,0.0225038829890303,0.9277401431717422,higher_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_7e8825a783209909,1,0,0.0,107,0.0093457943925233,0.9911160469055176,0.0,4.988876819610596,0.0099864341318607,0.0023964728736925,0.0666666666666666,0.2222222222222222,0.0119815896466283,0.2884129341024871,intermediate
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_b2194c70629621f3,1,0,0.0,11,0.0909090909090909,0.9914665818214417,0.3333333333333333,1.4142135381698608,0.0096117993816733,0.0267504387729639,0.2,0.5555555555555556,0.0170227920738343,0.2458370374982112,intermediate
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_d208e7d96353673b,1,0,0.0,179,0.0055865921787709,0.9937508702278136,0.3333333333333333,0.471404492855072,0.0007821893086656,0.0043983118596624,1.0,1.0,0.1077638546398051,0.2155684116932674,lower_evidence
p2_r0,enzyme_to_reaction,3,MARTS_SEQ_e5af33c14a4bc054,1,0,0.0,10,0.1,0.9930943250656128,0.6666666666666666,0.471404492855072,0.0015643786173313,0.0023972754535589,0.5,0.7777777777777778,0.0287688555723246,0.2633488983073252,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_06a3e1b565898278,1,0,0.0,29,0.0344827586206896,0.9901809096336364,1.0,0.0,5.960464477539064e-08,0.0458406325035929,0.6666666666666666,0.8888888888888888,0.016888476186417,0.2835670535765687,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_091f144c66fb8437,1,0,0.0,85,0.0117647058823529,0.9915353655815125,0.6666666666666666,0.471404492855072,0.001354815904051,0.0055185741087205,0.5,0.6666666666666666,0.0033107162630857,0.2862098729104885,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_23d041e27b1c303f,1,0,0.0,119,0.0084033613445378,0.9873534440994264,1.0,0.0,0.0013547915732488,0.1233785122206388,0.3,0.6666666666666666,0.0308447559005913,0.307145385929288,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_2781aa361d5971e6,1,0,0.0,97,0.0103092783505154,0.9902463555336,0.6666666666666666,0.471404492855072,0.0,0.0022162375680181,0.6666666666666666,0.8888888888888888,0.0498673754581561,0.2631359556445757,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_42221fd06304ffed,1,0,0.0,89,0.0112359550561797,0.9760297536849976,0.3333333333333333,0.8164966106414795,0.007461694534868,0.0801860735970234,0.3,0.4444444444444444,0.0218687149162918,0.5245610393435636,higher_evidence
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_6bdeb24487a35eaf,1,0,0.0,30,0.0333333333333333,0.9914132952690125,1.0,0.0,0.0007821893086656,0.0119314234212619,0.6666666666666666,0.8888888888888888,0.0405682797558175,0.2880493518347808,intermediate
p2_r1,enzyme_to_reaction,3,MARTS_SEQ_9be2dfe63968285c,1,0,0.0,156,0.0064102564102564,0.9884467124938964,1.0,0.0,0.0039110025390982,0.0401523042044388,0.3999999999999999,0.7777777777777778,0.0803046084088777,0.3185945936206991,intermediate
