protein_id,row,status,norm,seconds
Q2YDI9,172,encoded,1.0,0.36574244499206543
Q30W71,173,encoded,0.9999999403953552,0.49895238876342773
Q312S3,174,encoded,0.9999999403953552,0.42410898208618164
Q38HX2,175,encoded,1.0,0.428452730178833
Q39101,176,encoded,1.0,0.3696248531341553
Q41709,177,encoded,0.9999999403953552,0.36710691452026367
Q4WBI0,178,encoded,1.0,0.7259202003479004
Q4WBI3,179,encoded,1.0,0.46139001846313477
Q4WBI5,180,encoded,1.0,0.5252444744110107
Q50925,181,encoded,0.9999999403953552,0.6992039680480957
Q54C45,182,encoded,1.0,0.31491661071777344
Q54VA8,183,encoded,1.0,0.5932033061981201
Q58624,184,encoded,1.0,0.3559739589691162
Q59026,185,encoded,0.9999999403953552,0.365642786026001
Q59738,186,encoded,0.9999999403953552,0.28745007514953613
Q5R8J7,187,encoded,1.0,0.30832505226135254
Q5RDK5,188,encoded,1.0000001192092896,0.4791076183319092
Q60332,189,encoded,0.9999999403953552,0.4864065647125244
Q61P40,190,encoded,0.9999999403953552,0.722693681716919
Q6DRD3,191,encoded,0.9999999403953552,0.6856422424316406
Q6J540,192,encoded,0.9999998807907104,0.6932296752929688
Q6J541,193,encoded,1.0,0.6545252799987793
Q727N0,194,encoded,1.0,0.41628503799438477
Q7KRU8,195,encoded,0.9999999403953552,0.3243372440338135
Q7SXA6,196,encoded,1.0,0.310558557510376
Q8CBC7,197,encoded,1.0,0.43653440475463867
Q8FW95,198,encoded,0.9999999403953552,0.2877521514892578
Q8H1T3,199,encoded,0.9999999403953552,0.3781108856201172
Q8HXX9,200,encoded,0.9999999403953552,0.33443140983581543
Q8HY31,201,encoded,1.0,0.48083043098449707
Q8K409,202,encoded,1.0,0.44479846954345703
Q8MIP0,203,encoded,0.9999999403953552,0.3028733730316162
Q8N4E7,204,encoded,0.9999999403953552,0.359938383102417
Q8RX97,205,encoded,0.9999999403953552,0.36425352096557617
Q8U1L4,206,encoded,0.9999999403953552,0.6663551330566406
Q8X947,207,encoded,1.0,0.6361596584320068
Q8Z138,208,encoded,1.0,0.22151732444763184
Q8Z9E1,209,encoded,1.0,0.6905927658081055
Q8ZBK0,210,encoded,1.0,0.6668705940246582
Q8ZRS2,211,encoded,0.9999999403953552,0.6857118606567383
Q93K96,212,encoded,1.0,0.5045506954193115
Q93PP9,213,encoded,1.0,0.3049349784851074
Q948P5,214,encoded,1.0,0.3647294044494629
Q948P6,215,encoded,1.0000001192092896,0.3998293876647949
Q94FY2,216,encoded,1.0,0.3690967559814453
Q94IC4,217,encoded,1.0,0.5560109615325928
Q95MP7,218,encoded,1.0,0.31274938583374023
Q96540,219,encoded,1.0,0.36965227127075195
Q9CM94,220,encoded,1.0,0.22547554969787598
Q9D5H4,221,encoded,1.0,0.363494873046875
Q9HTF3,222,encoded,0.9999999403953552,0.4788484573364258
Q9HTF4,223,encoded,1.0,0.5502262115478516
Q9HWF9,224,encoded,1.0,0.22507739067077637
Q9HZS1,225,encoded,0.9999999403953552,0.36901187896728516
Q9KM76,226,encoded,1.0,0.22379374504089355
Q9L645,227,encoded,1.0,0.2245190143585205
Q9LYN2,228,encoded,0.9999999403953552,0.3725917339324951
Q9M7B7,229,encoded,1.0,0.6662094593048096
Q9M7B8,230,encoded,0.9999999403953552,0.990441083908081
Q9PTS2,231,encoded,1.0,0.48502421379089355
Q9S2N0,232,encoded,0.9999999403953552,0.30307579040527344
Q9S4K6,233,encoded,1.0,0.5393848419189453
Q9S756,234,encoded,1.0,0.37574219703674316
Q9SRL5,235,encoded,0.9999999403953552,0.36679911613464355
Q9TY03,236,encoded,1.0,0.20687484741210938
Q9UET6,237,encoded,1.0,0.43707942962646484
Q9USJ5,238,encoded,0.9999999403953552,0.8319923877716064
Q9W385,239,encoded,1.0000001192092896,0.31533241271972656
Q9XT73,240,encoded,1.0,0.3147890567779541
Q9ZHC5,241,encoded,0.9999999403953552,0.32474470138549805
Q9ZR07,242,encoded,0.9999999403953552,0.3189213275909424
S5RR11,243,encoded,1.0,0.5736572742462158
S5SC42,244,encoded,1.0,0.304950475692749
W6QJR1,245,encoded,1.0,0.6056098937988281
W6QY29,246,encoded,0.9999999403953552,0.5611624717712402
W6YKT9,247,encoded,1.0,0.7923409938812256
