row,reaction_id,source,status,drfp_status,fallback_used,warning
67,MARTS_EXT_RXN_4b410b511327,encoded_general_reaction,valid,cached,False,
68,MARTS_EXT_RXN_4c4ba4bc0549,encoded_general_reaction,valid,cached,False,
69,MARTS_EXT_RXN_4ceba15356bf,encoded_general_reaction,valid,cached,False,
70,MARTS_EXT_RXN_4cfa7e6347ac,encoded_general_reaction,valid,cached,False,
71,MARTS_EXT_RXN_4d9779092922,encoded_general_reaction,valid,cached,False,
72,MARTS_EXT_RXN_4e8885af0277,encoded_general_reaction,valid,cached,False,
73,MARTS_EXT_RXN_4f0796dda836,encoded_general_reaction,valid,cached,False,
74,MARTS_EXT_RXN_4fcf7c82c333,encoded_general_reaction,valid,cached,False,
75,MARTS_EXT_RXN_4ffa9a18599e,encoded_general_reaction,valid,cached,False,
76,MARTS_EXT_RXN_510852dd5fb5,encoded_general_reaction,valid,cached,False,
77,MARTS_EXT_RXN_51c6e7c89344,encoded_general_reaction,valid,cached,False,
78,MARTS_EXT_RXN_5298c5c71be1,encoded_general_reaction,valid,cached,False,
79,MARTS_EXT_RXN_529b3e1ea6d5,encoded_general_reaction,valid,cached,False,
80,MARTS_EXT_RXN_54f511ec7632,encoded_general_reaction,valid,cached,False,
81,MARTS_EXT_RXN_55f4259a8324,encoded_general_reaction,valid,cached,False,
82,MARTS_EXT_RXN_574cd0378c5f,encoded_general_reaction,valid,cached,False,
83,MARTS_EXT_RXN_5834b8bc5c28,encoded_general_reaction,valid,cached,False,
84,MARTS_EXT_RXN_5904725d5317,encoded_general_reaction,valid,cached,False,
85,MARTS_EXT_RXN_5aa1e407cf39,encoded_general_reaction,valid,cached,False,
86,MARTS_EXT_RXN_5c2828b66ca0,encoded_general_reaction,valid,cached,False,
87,MARTS_EXT_RXN_5d4a8a447c7e,encoded_general_reaction,valid,cached,False,
88,MARTS_EXT_RXN_5d8d9a77365d,encoded_general_reaction,valid,cached,False,
89,MARTS_EXT_RXN_5e756bc9af81,encoded_general_reaction,valid,cached,False,
90,MARTS_EXT_RXN_5ebefc2c5944,encoded_general_reaction,valid,cached,False,
91,MARTS_EXT_RXN_5f7500503126,encoded_general_reaction,valid,cached,False,
92,MARTS_EXT_RXN_6029eb5c9a03,encoded_general_reaction,valid,cached,False,
93,MARTS_EXT_RXN_605fa04e8467,encoded_general_reaction,valid,cached,False,
94,MARTS_EXT_RXN_6290a24f780c,encoded_general_reaction,valid,cached,False,
95,MARTS_EXT_RXN_6314ab7563ea,encoded_general_reaction,valid,cached,False,
96,MARTS_EXT_RXN_6385ac1fa7a9,encoded_general_reaction,valid,cached,False,
97,MARTS_EXT_RXN_63e6da659221,encoded_general_reaction,valid,cached,False,
98,MARTS_EXT_RXN_66951c0e7ed9,encoded_general_reaction,valid,cached,False,
99,MARTS_EXT_RXN_66c7e35bfd6a,encoded_general_reaction,valid,cached,False,
100,MARTS_EXT_RXN_66d9eb264140,encoded_general_reaction,valid,cached,False,
101,MARTS_EXT_RXN_6705f601fdae,encoded_general_reaction,valid,cached,False,
102,MARTS_EXT_RXN_68261f5fd64c,encoded_general_reaction,valid,cached,False,
103,MARTS_EXT_RXN_68d7c7a6b97f,encoded_general_reaction,valid,cached,False,
104,MARTS_EXT_RXN_697ad0951949,encoded_general_reaction,valid,cached,False,
105,MARTS_EXT_RXN_6b2dcf26c892,encoded_general_reaction,valid,cached,False,
106,MARTS_EXT_RXN_6bd0977b42d0,encoded_general_reaction,valid,cached,False,
107,MARTS_EXT_RXN_6c1cbb35db92,encoded_general_reaction,valid,cached,False,
108,MARTS_EXT_RXN_6c228262ac8f,encoded_general_reaction,valid,cached,False,
109,MARTS_EXT_RXN_6c7d3c1df7ff,encoded_general_reaction,valid,cached,False,
110,MARTS_EXT_RXN_6d6aa67d85ad,encoded_general_reaction,valid,cached,False,
111,MARTS_EXT_RXN_714817f4ca78,encoded_general_reaction,valid,cached,False,
112,MARTS_EXT_RXN_7160470e8992,encoded_general_reaction,valid,cached,False,
113,MARTS_EXT_RXN_71aa03bcb508,encoded_general_reaction,valid,cached,False,
114,MARTS_EXT_RXN_71bb2acc38af,encoded_general_reaction,valid,cached,False,
115,MARTS_EXT_RXN_7345bb901e40,encoded_general_reaction,valid,cached,False,
116,MARTS_EXT_RXN_747e48195053,encoded_general_reaction,valid,cached,False,
117,MARTS_EXT_RXN_76499a11d465,encoded_general_reaction,valid,cached,False,
118,MARTS_EXT_RXN_76627c4c8e95,encoded_general_reaction,valid,cached,False,
119,MARTS_EXT_RXN_769df5ece0f3,encoded_general_reaction,valid,cached,False,
120,MARTS_EXT_RXN_771248cd18de,encoded_general_reaction,valid,cached,False,
121,MARTS_EXT_RXN_781f3e745c61,encoded_general_reaction,valid,cached,False,
122,MARTS_EXT_RXN_78399ec4fc85,encoded_general_reaction,valid,cached,False,
123,MARTS_EXT_RXN_7844025b0372,encoded_general_reaction,valid,cached,False,
124,MARTS_EXT_RXN_78f709de4b7c,encoded_general_reaction,valid,cached,False,
125,MARTS_EXT_RXN_79368a2476ac,encoded_general_reaction,valid,cached,False,
126,MARTS_EXT_RXN_7b0cfb7bb82c,encoded_general_reaction,valid,cached,False,
127,MARTS_EXT_RXN_7c05abd7a600,encoded_general_reaction,valid,cached,False,
128,MARTS_EXT_RXN_7c41968d1cff,encoded_general_reaction,valid,cached,False,
129,MARTS_EXT_RXN_832dbc506db6,encoded_general_reaction,valid,cached,False,
130,MARTS_EXT_RXN_848e51b53c9f,encoded_general_reaction,valid,cached,False,
131,MARTS_EXT_RXN_8551b0818261,encoded_general_reaction,valid,cached,False,
132,MARTS_EXT_RXN_86983edabe8c,encoded_general_reaction,valid,cached,False,
133,MARTS_EXT_RXN_86a30d47d9f4,encoded_general_reaction,valid,cached,False,
134,MARTS_EXT_RXN_86ad65662f49,encoded_general_reaction,valid,cached,False,
135,MARTS_EXT_RXN_86ce128d7d61,encoded_general_reaction,valid,cached,False,
136,MARTS_EXT_RXN_87203dec8e34,encoded_general_reaction,valid,cached,False,
137,MARTS_EXT_RXN_877408d79e1b,encoded_general_reaction,valid,cached,False,
138,MARTS_EXT_RXN_890006655690,encoded_general_reaction,valid,cached,False,
139,MARTS_EXT_RXN_8b03f1de5fce,encoded_general_reaction,valid,cached,False,
140,MARTS_EXT_RXN_8c6cae136e8b,encoded_general_reaction,valid,cached,False,
141,MARTS_EXT_RXN_8d049834636c,encoded_general_reaction,valid,cached,False,
142,MARTS_EXT_RXN_8d2492a66172,encoded_general_reaction,valid,cached,False,
143,MARTS_EXT_RXN_8d7f7dd54117,encoded_general_reaction,valid,cached,False,
144,MARTS_EXT_RXN_8e685e0c0b69,encoded_general_reaction,valid,cached,False,
145,MARTS_EXT_RXN_908734b433c3,encoded_general_reaction,valid,cached,False,
146,MARTS_EXT_RXN_90bccccecf9c,encoded_general_reaction,valid,cached,False,
147,MARTS_EXT_RXN_9239c973f487,encoded_general_reaction,valid,cached,False,
148,MARTS_EXT_RXN_92f6ef4d14a5,encoded_general_reaction,valid,cached,False,
149,MARTS_EXT_RXN_932a9e24c662,encoded_general_reaction,valid,cached,False,
150,MARTS_EXT_RXN_95048e61f00d,encoded_general_reaction,valid,cached,False,
151,MARTS_EXT_RXN_96ac57c79326,encoded_general_reaction,valid,cached,False,
152,MARTS_EXT_RXN_9799d98e2a75,encoded_general_reaction,valid,cached,False,
153,MARTS_EXT_RXN_9864ce62f34c,encoded_general_reaction,valid,cached,False,
154,MARTS_EXT_RXN_98758b30deaf,encoded_general_reaction,valid,cached,False,
155,MARTS_EXT_RXN_9927ff5db9e4,encoded_general_reaction,valid,cached,False,
156,MARTS_EXT_RXN_9aca0b07537d,encoded_general_reaction,valid,cached,False,
157,MARTS_EXT_RXN_9bfd169ae97d,encoded_general_reaction,valid,cached,False,
158,MARTS_EXT_RXN_9c359e8d58c7,encoded_general_reaction,valid,cached,False,
159,MARTS_EXT_RXN_9c7db311ef6f,encoded_general_reaction,valid,cached,False,
160,MARTS_EXT_RXN_9d212bb94209,encoded_general_reaction,valid,cached,False,
161,MARTS_EXT_RXN_9e53a7397306,encoded_general_reaction,valid,cached,False,
162,MARTS_EXT_RXN_a034669a1e40,encoded_general_reaction,valid,cached,False,
163,MARTS_EXT_RXN_a1bdb236418d,encoded_general_reaction,valid,cached,False,
164,MARTS_EXT_RXN_a330ce4c4099,encoded_general_reaction,valid,cached,False,
165,MARTS_EXT_RXN_a3395ba9b8c6,encoded_general_reaction,valid,cached,False,
166,MARTS_EXT_RXN_a3e15b2ae79d,encoded_general_reaction,valid,cached,False,
167,MARTS_EXT_RXN_a40190329c75,encoded_general_reaction,valid,cached,False,
168,MARTS_EXT_RXN_a5374cc39ade,encoded_general_reaction,valid,cached,False,
169,MARTS_EXT_RXN_a78f2392f8c2,encoded_general_reaction,valid,cached,False,
170,MARTS_EXT_RXN_a835c7512bd8,encoded_general_reaction,valid,cached,False,
171,MARTS_EXT_RXN_a9c17147ad90,encoded_general_reaction,valid,cached,False,
172,MARTS_EXT_RXN_aaa305f17a30,encoded_general_reaction,valid,cached,False,
173,MARTS_EXT_RXN_aaf62036b97e,encoded_general_reaction,valid,cached,False,
174,MARTS_EXT_RXN_accbb7c49b47,encoded_general_reaction,valid,cached,False,
175,MARTS_EXT_RXN_ad8e38949c9e,encoded_general_reaction,valid,cached,False,
176,MARTS_EXT_RXN_aecc694cdc8f,encoded_general_reaction,valid,cached,False,
177,MARTS_EXT_RXN_af6c10b22452,encoded_general_reaction,valid,cached,False,
178,MARTS_EXT_RXN_b099e0d8d67d,encoded_general_reaction,valid,cached,False,
179,MARTS_EXT_RXN_b1f6de0feffa,encoded_general_reaction,valid,cached,False,
180,MARTS_EXT_RXN_b3860010df2b,encoded_general_reaction,valid,cached,False,
181,MARTS_EXT_RXN_b3c865336ac3,encoded_general_reaction,valid,cached,False,
182,MARTS_EXT_RXN_b44a6383dd2a,encoded_general_reaction,valid,cached,False,
183,MARTS_EXT_RXN_b72409fe507d,encoded_general_reaction,valid,cached,False,
184,MARTS_EXT_RXN_b89583d7f0d9,encoded_general_reaction,valid,cached,False,
185,MARTS_EXT_RXN_bac5b3b4b30d,encoded_general_reaction,valid,cached,False,
186,MARTS_EXT_RXN_bb0c8b67ae81,encoded_general_reaction,valid,cached,False,
187,MARTS_EXT_RXN_be324f8633fc,encoded_general_reaction,valid,cached,False,
188,MARTS_EXT_RXN_be815318a50a,encoded_general_reaction,valid,cached,False,
189,MARTS_EXT_RXN_bf12f5d59166,encoded_general_reaction,valid,cached,False,
190,MARTS_EXT_RXN_c0d41a7707a3,encoded_general_reaction,valid,cached,False,
191,MARTS_EXT_RXN_c29f1cca3044,encoded_general_reaction,valid,cached,False,
192,MARTS_EXT_RXN_c2e48d093662,encoded_general_reaction,valid,cached,False,
193,MARTS_EXT_RXN_c33f8bcece70,encoded_general_reaction,valid,cached,False,
194,MARTS_EXT_RXN_c38237fa511c,encoded_general_reaction,valid,cached,False,
195,MARTS_EXT_RXN_c47716e3c171,encoded_general_reaction,valid,cached,False,
196,MARTS_EXT_RXN_c4cfcdfee60d,encoded_general_reaction,valid,cached,False,
197,MARTS_EXT_RXN_c7f62ba677ae,encoded_general_reaction,valid,cached,False,
198,MARTS_EXT_RXN_c82f9ce748cd,encoded_general_reaction,valid,cached,False,
199,MARTS_EXT_RXN_c9b279de0442,encoded_general_reaction,valid,cached,False,
200,MARTS_EXT_RXN_cab46dc67f5d,encoded_general_reaction,valid,cached,False,
201,MARTS_EXT_RXN_cda281fba2bd,encoded_general_reaction,valid,cached,False,
202,MARTS_EXT_RXN_cded9fefc276,encoded_general_reaction,valid,cached,False,
203,MARTS_EXT_RXN_cffca17c4e58,encoded_general_reaction,valid,cached,False,
204,MARTS_EXT_RXN_d0c235775bc5,encoded_general_reaction,valid,cached,False,
205,MARTS_EXT_RXN_d147768eaf20,encoded_general_reaction,valid,cached,False,
206,MARTS_EXT_RXN_d1d507ef878d,encoded_general_reaction,valid,cached,False,
207,MARTS_EXT_RXN_d4bafc235050,encoded_general_reaction,valid,cached,False,
208,MARTS_EXT_RXN_d4f733465fb3,encoded_general_reaction,valid,cached,False,
209,MARTS_EXT_RXN_d86b1fdbc72d,encoded_general_reaction,valid,cached,False,
210,MARTS_EXT_RXN_d91651d1ef35,encoded_general_reaction,valid,cached,False,
211,MARTS_EXT_RXN_dbc26311dec1,encoded_general_reaction,valid,cached,False,
212,MARTS_EXT_RXN_dd89a5b3606f,encoded_general_reaction,valid,cached,False,
213,MARTS_EXT_RXN_de164cb3f0e1,encoded_general_reaction,valid,cached,False,
214,MARTS_EXT_RXN_df06835b65dd,encoded_general_reaction,valid,cached,False,
215,MARTS_EXT_RXN_df3107f9c103,encoded_general_reaction,valid,cached,False,
216,MARTS_EXT_RXN_e056c9e6d498,encoded_general_reaction,valid,cached,False,
217,MARTS_EXT_RXN_e266d387018a,encoded_general_reaction,valid,cached,False,
218,MARTS_EXT_RXN_e275424c414b,encoded_general_reaction,valid,cached,False,
219,MARTS_EXT_RXN_e71ff45cbd78,encoded_general_reaction,valid,cached,False,
220,MARTS_EXT_RXN_e7770b1f70c7,encoded_general_reaction,valid,cached,False,
221,MARTS_EXT_RXN_e778d2d951ff,encoded_general_reaction,valid,cached,False,
222,MARTS_EXT_RXN_e9ed9dc21c00,encoded_general_reaction,valid,cached,False,
223,MARTS_EXT_RXN_eba646fdd070,encoded_general_reaction,valid,cached,False,
224,MARTS_EXT_RXN_ecb0de88d8e0,encoded_general_reaction,valid,cached,False,
225,MARTS_EXT_RXN_ed3cf125a033,encoded_general_reaction,valid,cached,False,
226,MARTS_EXT_RXN_ed65fc0ae861,encoded_general_reaction,valid,cached,False,
227,MARTS_EXT_RXN_eddada43cb76,encoded_general_reaction,valid,cached,False,
228,MARTS_EXT_RXN_eec1da2d1706,encoded_general_reaction,valid,cached,False,
229,MARTS_EXT_RXN_efd2739d909f,encoded_general_reaction,valid,cached,False,
230,MARTS_EXT_RXN_f0fe69f8e0b7,encoded_general_reaction,valid,cached,False,
231,MARTS_EXT_RXN_f12698751b7a,encoded_general_reaction,valid,cached,False,
232,MARTS_EXT_RXN_f5414ceb0f1f,encoded_general_reaction,valid,cached,False,
233,MARTS_EXT_RXN_f7cc3793e8fe,encoded_general_reaction,valid,cached,False,
234,MARTS_EXT_RXN_fa03c166bbd7,encoded_general_reaction,valid,cached,False,
235,MARTS_EXT_RXN_fa0e122a530f,encoded_general_reaction,valid,cached,False,
236,MARTS_EXT_RXN_faf8834b256f,encoded_general_reaction,valid,cached,False,
237,MARTS_EXT_RXN_fb686c0d23a3,encoded_general_reaction,valid,cached,False,
238,MARTS_EXT_RXN_fc09735a9f8b,encoded_general_reaction,valid,cached,False,
239,MARTS_EXT_RXN_fd49ae10b01d,encoded_general_reaction,valid,cached,False,
240,RHEA:10008,encoded_general_reaction,valid,cached,False,
241,RHEA:10012,encoded_general_reaction,valid,cached,False,
242,RHEA:10016,encoded_general_reaction,valid,cached,False,
243,RHEA:10020,encoded_general_reaction,valid,cached,False,
244,RHEA:10024,encoded_general_reaction,valid,cached,False,
245,RHEA:10036,encoded_general_reaction,valid,cached,False,
246,RHEA:10040,encoded_general_reaction,valid,cached,False,
247,RHEA:10044,encoded_general_reaction,valid,cached,False,
248,RHEA:10048,encoded_general_reaction,valid,cached,False,
249,RHEA:10056,encoded_general_reaction,valid,cached,False,
250,RHEA:10064,encoded_general_reaction,valid,cached,False,
251,RHEA:10072,encoded_general_reaction,valid,cached,False,
252,RHEA:10076,encoded_general_reaction,valid,cached,False,
253,RHEA:10080,encoded_general_reaction,valid,cached,False,
254,RHEA:10084,encoded_general_reaction,valid,cached,False,
255,RHEA:10092,encoded_general_reaction,valid,cached,False,
256,RHEA:10096,encoded_general_reaction,valid,cached,False,
257,RHEA:10100,encoded_general_reaction,valid,cached,False,
258,RHEA:10104,encoded_general_reaction,valid,cached,False,
259,RHEA:10108,encoded_general_reaction,valid,cached,False,
260,RHEA:10112,encoded_general_reaction,valid,cached,False,
261,RHEA:10116,encoded_general_reaction,valid,cached,False,
262,RHEA:10120,encoded_general_reaction,valid,cached,False,
263,RHEA:10124,encoded_general_reaction,valid,cached,False,
264,RHEA:10128,encoded_general_reaction,valid,cached,False,
265,RHEA:10132,encoded_general_reaction,valid,cached,False,
266,RHEA:10136,encoded_general_reaction,valid,cached,False,
267,RHEA:10140,encoded_general_reaction,valid,cached,False,
268,RHEA:10144,encoded_general_reaction,valid,cached,False,
269,RHEA:10148,encoded_general_reaction,valid,cached,False,
270,RHEA:10152,encoded_general_reaction,valid,cached,False,
271,RHEA:10160,encoded_general_reaction,valid,cached,False,
272,RHEA:10164,encoded_general_reaction,valid,cached,False,
273,RHEA:10168,encoded_general_reaction,valid,cached,False,
274,RHEA:10172,encoded_general_reaction,valid,cached,False,
275,RHEA:10176,encoded_general_reaction,valid,cached,False,
276,RHEA:10180,encoded_general_reaction,valid,cached,False,
277,RHEA:10184,encoded_general_reaction,valid,cached,False,
278,RHEA:10188,encoded_general_reaction,valid,cached,False,
279,RHEA:10192,encoded_general_reaction,valid,cached,False,
280,RHEA:10196,encoded_general_reaction,valid,cached,False,
281,RHEA:10200,encoded_general_reaction,valid,cached,False,
282,RHEA:10204,encoded_general_reaction,valid,cached,False,
283,RHEA:10208,encoded_general_reaction,valid,cached,False,
284,RHEA:10212,encoded_general_reaction,valid,cached,False,
285,RHEA:10216,encoded_general_reaction,valid,cached,False,
286,RHEA:10220,encoded_general_reaction,valid,cached,False,
287,RHEA:10224,encoded_general_reaction,valid,cached,False,
288,RHEA:10228,encoded_general_reaction,valid,cached,False,
289,RHEA:10240,encoded_general_reaction,valid,cached,False,
290,RHEA:10244,encoded_general_reaction,valid,cached,False,
291,RHEA:10248,encoded_general_reaction,valid,cached,False,
292,RHEA:10252,encoded_general_reaction,valid,cached,False,
293,RHEA:10260,encoded_general_reaction,valid,cached,False,
294,RHEA:10264,encoded_general_reaction,valid,cached,False,
295,RHEA:10268,encoded_general_reaction,valid,cached,False,
296,RHEA:10272,encoded_general_reaction,valid,cached,False,
297,RHEA:10276,encoded_general_reaction,valid,cached,False,
298,RHEA:10280,encoded_general_reaction,valid,cached,False,
299,RHEA:10288,encoded_general_reaction,valid,cached,False,
300,RHEA:10292,encoded_general_reaction,valid,cached,False,
301,RHEA:10296,encoded_general_reaction,valid,cached,False,
302,RHEA:10300,encoded_general_reaction,valid,cached,False,
303,RHEA:10304,encoded_general_reaction,valid,cached,False,
304,RHEA:10312,encoded_general_reaction,valid,cached,False,
305,RHEA:10316,encoded_general_reaction,valid,cached,False,
306,RHEA:10320,encoded_general_reaction,valid,cached,False,
307,RHEA:10332,encoded_general_reaction,valid,cached,False,
308,RHEA:10336,encoded_general_reaction,valid,cached,False,
309,RHEA:10340,copied_reference_feature,precomputed,precomputed,False,
310,RHEA:10344,encoded_general_reaction,valid,cached,False,
311,RHEA:10348,encoded_general_reaction,valid,cached,False,
312,RHEA:10352,encoded_general_reaction,valid,cached,False,
313,RHEA:10360,encoded_general_reaction,valid,cached,False,
314,RHEA:10368,encoded_general_reaction,valid,cached,False,
315,RHEA:10372,encoded_general_reaction,valid,cached,False,
316,RHEA:10376,encoded_general_reaction,valid,cached,False,
317,RHEA:10380,encoded_general_reaction,valid,cached,False,
318,RHEA:10384,encoded_general_reaction,valid,cached,False,
319,RHEA:10388,encoded_general_reaction,valid,cached,False,
320,RHEA:10392,encoded_general_reaction,valid,cached,False,
321,RHEA:10408,encoded_general_reaction,valid,cached,False,
322,RHEA:10412,encoded_general_reaction,valid,cached,False,
323,RHEA:10416,encoded_general_reaction,valid,cached,False,
324,RHEA:10420,encoded_general_reaction,valid,cached,False,
325,RHEA:10424,encoded_general_reaction,valid,cached,False,
326,RHEA:10428,encoded_general_reaction,valid,cached,False,
327,RHEA:10432,encoded_general_reaction,valid,cached,False,
328,RHEA:10436,encoded_general_reaction,valid,cached,False,
329,RHEA:10440,encoded_general_reaction,valid,cached,False,
330,RHEA:10444,encoded_general_reaction,valid,cached,False,
331,RHEA:10448,encoded_general_reaction,valid,cached,False,
332,RHEA:10452,encoded_general_reaction,valid,cached,False,
333,RHEA:10456,encoded_general_reaction,valid,cached,False,
334,RHEA:10468,encoded_general_reaction,valid,cached,False,
335,RHEA:10472,encoded_general_reaction,valid,cached,False,
336,RHEA:10488,encoded_general_reaction,valid,cached,False,
337,RHEA:10492,encoded_general_reaction,valid,cached,False,
338,RHEA:10508,encoded_general_reaction,valid,cached,False,
339,RHEA:10520,encoded_general_reaction,valid,cached,False,
340,RHEA:10524,encoded_general_reaction,valid,cached,False,
341,RHEA:10532,encoded_general_reaction,valid,cached,False,
342,RHEA:10540,encoded_general_reaction,valid,cached,False,
343,RHEA:10552,encoded_general_reaction,valid,cached,False,
344,RHEA:10556,encoded_general_reaction,valid,cached,False,
345,RHEA:10572,encoded_general_reaction,valid,cached,False,
346,RHEA:10584,encoded_general_reaction,valid,cached,False,
347,RHEA:10588,encoded_general_reaction,valid,cached,False,
348,RHEA:10596,encoded_general_reaction,valid,cached,False,
349,RHEA:10600,encoded_general_reaction,valid,cached,False,
350,RHEA:10604,encoded_general_reaction,valid,cached,False,
351,RHEA:10608,encoded_general_reaction,valid,cached,False,
352,RHEA:10612,encoded_general_reaction,valid,cached,False,
353,RHEA:10616,encoded_general_reaction,valid,cached,False,
354,RHEA:10620,encoded_general_reaction,valid,cached,False,
355,RHEA:10644,encoded_general_reaction,valid,cached,False,
356,RHEA:10652,encoded_general_reaction,valid,cached,False,
357,RHEA:10656,encoded_general_reaction,valid,cached,False,
358,RHEA:10664,encoded_general_reaction,valid,cached,False,
359,RHEA:10668,encoded_general_reaction,valid,cached,False,
360,RHEA:10680,encoded_general_reaction,valid,cached,False,
361,RHEA:10684,encoded_general_reaction,valid,cached,False,
362,RHEA:10688,encoded_general_reaction,valid,cached,False,
363,RHEA:10692,encoded_general_reaction,valid,cached,False,
364,RHEA:10696,encoded_general_reaction,valid,cached,False,
