query_id,positive_count,candidate_count,mrr,map,macro_roc_auc,ndcg_at_10,best_positive_rank,mean_positive_rank,hit_at_1,hit_at_5,hit_at_10,hit_at_20,hit_at_50
O46119,1,10131,0.0009199632014719411,0.0009199632014719411,0.8927443237907207,0.0,1087,1087.0,0.0,0.0,0.0,0.0,0.0
O46414,1,10131,0.0008298755186721991,0.0008298755186721991,0.8811451135241856,0.0,1205,1205.0,0.0,0.0,0.0,0.0,0.0
O50171,1,10131,0.0038022813688212928,0.0038022813688212928,0.9741362290227048,0.0,263,263.0,0.0,0.0,0.0,0.0,0.0
O57383,1,10131,0.005813953488372093,0.005813953488372093,0.9831194471865745,0.0,172,172.0,0.0,0.0,0.0,0.0,0.0
O65100,1,10131,0.000778816199376947,0.000778816199376947,0.8732971372161895,0.0,1284,1284.0,0.0,0.0,0.0,0.0,0.0
O68926,1,10131,0.004032258064516129,0.004032258064516129,0.9755676209279368,0.0,248,248.0,0.0,0.0,0.0,0.0,0.0
O68935,1,10131,0.0037735849056603774,0.0037735849056603774,0.9739387956564659,0.0,265,265.0,0.0,0.0,0.0,0.0,0.0
O70325,2,10131,0.05555555555555555,0.0804093567251462,0.998321650705894,0.0,18,18.5,0.0,0.0,0.0,1.0,1.0
O74831,1,10131,0.0006341154090044388,0.0006341154090044388,0.8444225074037512,0.0,1577,1577.0,0.0,0.0,0.0,0.0,0.0
O87941,1,10131,0.0005518763796909492,0.0005518763796909492,0.8212240868706812,0.0,1812,1812.0,0.0,0.0,0.0,0.0,0.0
P00435,2,10131,0.07692307692307693,0.09728506787330317,0.9986671932076217,0.0,13,15.0,0.0,0.0,0.0,1.0,1.0
P02794,1,10131,0.0008097165991902834,0.0008097165991902834,0.8781342546890425,0.0,1235,1235.0,0.0,0.0,0.0,0.0,0.0
P02915,4,10131,0.0016778523489932886,0.0029763931291756337,0.9212007504690432,0.0,596,800.5,0.0,0.0,0.0,0.0,0.0
P06746,1,10131,0.006329113924050633,0.006329113924050633,0.9845014807502468,0.0,158,158.0,0.0,0.0,0.0,0.0,0.0
P06766,1,10131,0.006711409395973154,0.006711409395973154,0.9853899308983218,0.0,149,149.0,0.0,0.0,0.0,0.0,0.0
P07109,4,10131,0.0014641288433382138,0.002562302650131895,0.9086847042559495,0.0,683,927.25,0.0,0.0,0.0,0.0,0.0
P07203,2,10131,0.08333333333333333,0.09429824561403508,0.9986178299930891,0.0,12,15.5,0.0,0.0,0.0,1.0,1.0
P07229,1,10131,0.000794912559618442,0.000794912559618442,0.8758637709772952,0.0,1258,1258.0,0.0,0.0,0.0,0.0,0.0
P07798,1,10131,0.0007283321194464676,0.0007283321194464676,0.8645607107601184,0.0,1373,1373.0,0.0,0.0,0.0,0.0,0.0
P08267,1,10131,0.0007987220447284345,0.0007987220447284345,0.8765054294175716,0.0,1252,1252.0,0.0,0.0,0.0,0.0,0.0
P09528,1,10131,0.0007704160246533128,0.0007704160246533128,0.871964461994077,0.0,1298,1298.0,0.0,0.0,0.0,0.0,0.0
P0A0R2,1,10131,0.00425531914893617,0.00425531914893617,0.9769002961500494,0.0,235,235.0,0.0,0.0,0.0,0.0,0.0
P0A9N9,1,10131,0.0007955449482895784,0.0007955449482895784,0.8760118460019743,0.0,1257,1257.0,0.0,0.0,0.0,0.0,0.0
P0AAF9,1,10131,0.0012391573729863693,0.0012391573729863693,0.9204343534057255,0.0,807,807.0,0.0,0.0,0.0,0.0,0.0
P0ABD4,1,10131,0.0041841004184100415,0.0041841004184100415,0.9765054294175716,0.0,239,239.0,0.0,0.0,0.0,0.0,0.0
P0DX40,3,10131,0.014084507042253521,0.026149216891229943,0.9927922590837283,0.0,71,75.0,0.0,0.0,0.0,0.0,0.0
P0DX41,1,10131,0.0029411764705882353,0.0029411764705882353,0.9665350444225074,0.0,340,340.0,0.0,0.0,0.0,0.0,0.0
P0DX42,1,10131,0.0002311604253351826,0.0002311604253351826,0.573050345508391,0.0,4326,4326.0,0.0,0.0,0.0,0.0,0.0
P0DX43,1,10131,0.0002668801708033093,0.0002668801708033093,0.6302073050345508,0.0,3747,3747.0,0.0,0.0,0.0,0.0,0.0
P13570,1,10131,0.0010111223458038423,0.0010111223458038423,0.9024679170779861,0.0,989,989.0,0.0,0.0,0.0,0.0,0.0
P15031,1,10131,0.00023512814483893723,0.00023512814483893723,0.5802566633761106,0.0,4253,4253.0,0.0,0.0,0.0,0.0,0.0
P17663,1,10131,0.0008051529790660225,0.0008051529790660225,0.8774925962487661,0.0,1242,1242.0,0.0,0.0,0.0,0.0,0.0
P18685,1,10131,0.0008438818565400844,0.0008438818565400844,0.8831194471865745,0.0,1185,1185.0,0.0,0.0,0.0,0.0,0.0
P19130,1,10131,0.0007178750897343862,0.0007178750897343862,0.8625863770977296,0.0,1393,1393.0,0.0,0.0,0.0,0.0,0.0
P19132,1,10131,0.0007262164124909223,0.0007262164124909223,0.8641658440276406,0.0,1377,1377.0,0.0,0.0,0.0,0.0,0.0
P19975,1,10131,0.0007097232079489,0.0007097232079489,0.8610069101678184,0.0,1409,1409.0,0.0,0.0,0.0,0.0,0.0
P19976,1,10131,0.0007052186177715092,0.0007052186177715092,0.8601184600197433,0.0,1418,1418.0,0.0,0.0,0.0,0.0,0.0
P22352,1,10131,0.07692307692307693,0.07692307692307693,0.9988153998025666,0.0,13,13.0,0.0,0.0,0.0,1.0,1.0
P22759,1,10131,0.003472222222222222,0.003472222222222222,0.9716683119447187,0.0,288,288.0,0.0,0.0,0.0,0.0,0.0
P24602,1,10131,0.004366812227074236,0.004366812227074236,0.977492596248766,0.0,229,229.0,0.0,0.0,0.0,0.0,0.0
P25319,1,10131,0.0010449320794148381,0.0010449320794148381,0.9056268509378085,0.0,957,957.0,0.0,0.0,0.0,0.0,0.0
P25320,1,10131,0.0012953367875647669,0.0012953367875647669,0.9238894373149062,0.0,772,772.0,0.0,0.0,0.0,0.0,0.0
P25699,1,10131,0.0007616146230007616,0.0007616146230007616,0.8704837117472853,0.0,1313,1313.0,0.0,0.0,0.0,0.0,0.0
P25915,1,10131,0.0007027406886858749,0.0007027406886858749,0.8596248766041461,0.0,1423,1423.0,0.0,0.0,0.0,0.0,0.0
P29036,1,10131,0.0006793478260869565,0.0006793478260869565,0.8547384007897335,0.0,1472,1472.0,0.0,0.0,0.0,0.0,0.0
P29389,1,10131,0.0008025682182985554,0.0008025682182985554,0.8770483711747286,0.0,1246,1246.0,0.0,0.0,0.0,0.0,0.0
P29390,1,10131,0.0006825938566552901,0.0006825938566552901,0.8554787759131293,0.0,1465,1465.0,0.0,0.0,0.0,0.0,0.0
P32347,1,10131,0.0012091898428053204,0.0012091898428053204,0.9184600197433366,0.0,827,827.0,0.0,0.0,0.0,0.0,0.0
P32362,1,10131,0.0019230769230769232,0.0019230769230769232,0.948766041461007,0.0,520,520.0,0.0,0.0,0.0,0.0,0.0
P36649,1,10131,0.0005159958720330237,0.0005159958720330237,0.8087857847976307,0.0,1938,1938.0,0.0,0.0,0.0,0.0,0.0
P37261,1,10131,0.0013812154696132596,0.0013812154696132596,0.9286278381046397,0.0,724,724.0,0.0,0.0,0.0,0.0,0.0
P38238,1,10131,0.01818181818181818,0.01818181818181818,0.9946692991115499,0.0,55,55.0,0.0,0.0,0.0,0.0,0.0
P38993,2,10131,0.0011467889908256881,0.0016603510171519745,0.9116892092013031,0.0,872,896.0,0.0,0.0,0.0,0.0,0.0
P39409,1,10131,0.00040112314480545525,0.00040112314480545525,0.7539980256663376,0.0,2493,2493.0,0.0,0.0,0.0,0.0,0.0
P41822,1,10131,0.0016806722689075631,0.0016806722689075631,0.9413622902270484,0.0,595,595.0,0.0,0.0,0.0,0.0,0.0
P42269,1,10131,0.0001951219512195122,0.0001951219512195122,0.4941757156959526,0.0,5125,5125.0,0.0,0.0,0.0,0.0,0.0
P42577,1,10131,0.000722543352601156,0.000722543352601156,0.8634254689042448,0.0,1384,1384.0,0.0,0.0,0.0,0.0,0.0
P42578,1,10131,0.0014124293785310734,0.0014124293785310734,0.9302073050345508,0.0,708,708.0,0.0,0.0,0.0,0.0,0.0
P43314,1,10131,0.0038022813688212928,0.0038022813688212928,0.9740868706811451,0.0,263,263.0,0.0,0.0,0.0,0.0,0.0
P43315,1,10131,0.00390625,0.00390625,0.9748272458045409,0.0,256,256.0,0.0,0.0,0.0,0.0,0.0
P44743,1,10131,0.0003969829297340214,0.0003969829297340214,0.751431391905232,0.0,2519,2519.0,0.0,0.0,0.0,0.0,0.0
P45080,1,10131,0.0006345177664974619,0.0006345177664974619,0.8445212240868707,0.0,1576,1576.0,0.0,0.0,0.0,0.0,0.0
P45092,1,10131,0.0006131207847946045,0.0006131207847946045,0.8390918065153011,0.0,1631,1631.0,0.0,0.0,0.0,0.0,0.0
P45430,1,10131,0.00423728813559322,0.00423728813559322,0.9768015794669299,0.0,236,236.0,0.0,0.0,0.0,0.0,0.0
P49944,1,10131,0.002824858757062147,0.002824858757062147,0.9651530108588351,0.0,354,354.0,0.0,0.0,0.0,0.0,0.0
P49946,1,10131,0.0007158196134574087,0.0007158196134574087,0.8621915103652518,0.0,1397,1397.0,0.0,0.0,0.0,0.0,0.0
P49947,1,10131,0.0008136696501220504,0.0008136696501220504,0.8787265547877592,0.0,1229,1229.0,0.0,0.0,0.0,0.0,0.0
P49948,1,10131,0.0008006405124099279,0.0008006405124099279,0.8768015794669299,0.0,1249,1249.0,0.0,0.0,0.0,0.0,0.0
P54950,1,10131,0.0001996007984031936,0.0001996007984031936,0.505528134254689,0.0,5010,5010.0,0.0,0.0,0.0,0.0,0.0
P56998,1,10131,0.004201680672268907,0.004201680672268907,0.976604146100691,0.0,238,238.0,0.0,0.0,0.0,0.0,0.0
P70697,1,10131,0.002079002079002079,0.002079002079002079,0.9526159921026653,0.0,481,481.0,0.0,0.0,0.0,0.0,0.0
P77930,1,10131,0.004608294930875576,0.004608294930875576,0.9786771964461994,0.0,217,217.0,0.0,0.0,0.0,0.0,0.0
P80145,1,10131,0.0007961783439490446,0.0007961783439490446,0.8760612043435341,0.0,1256,1256.0,0.0,0.0,0.0,0.0,0.0
P85835,1,10131,0.0006816632583503749,0.0006816632583503749,0.8552813425468905,0.0,1467,1467.0,0.0,0.0,0.0,0.0,0.0
P85836,1,10131,0.0006693440428380187,0.0006693440428380187,0.8526159921026654,0.0,1494,1494.0,0.0,0.0,0.0,0.0,0.0
P85837,1,10131,0.0007911392405063291,0.0007911392405063291,0.8753208292201382,0.0,1264,1264.0,0.0,0.0,0.0,0.0,0.0
P85838,1,10131,0.0007662835249042146,0.0007662835249042146,0.8712734452122408,0.0,1305,1305.0,0.0,0.0,0.0,0.0,0.0
P85839,1,10131,0.0006863417982155113,0.0006863417982155113,0.8562685093780849,0.0,1457,1457.0,0.0,0.0,0.0,0.0,0.0
P9WEG8,2,10131,0.006060606060606061,0.004547753713155838,0.9594728008687926,0.0,165,412.0,0.0,0.0,0.0,0.0,0.0
P9WMK6,1,10131,0.00020911752404851526,0.00020911752404851526,0.528035538005923,0.0,4782,4782.0,0.0,0.0,0.0,0.0,0.0
P9WMK7,1,10131,0.0002109259649862898,0.0002109259649862898,0.5320829220138203,0.0,4741,4741.0,0.0,0.0,0.0,0.0,0.0
P9WNE4,1,10131,0.004149377593360996,0.004149377593360996,0.9763079960513327,0.0,241,241.0,0.0,0.0,0.0,0.0,0.0
P9WPQ8,1,10131,0.004405286343612335,0.004405286343612335,0.977690029615005,0.0,227,227.0,0.0,0.0,0.0,0.0,0.0
Q05B87,1,10131,0.0004938271604938272,0.0004938271604938272,0.8001974333662389,0.0,2025,2025.0,0.0,0.0,0.0,0.0,0.0
Q07540,1,10131,0.000774593338497289,0.000774593338497289,0.8726554787759131,0.0,1291,1291.0,0.0,0.0,0.0,0.0,0.0
Q0CPG8,1,10131,0.038461538461538464,0.038461538461538464,0.9975320829220138,0.0,26,26.0,0.0,0.0,0.0,0.0,1.0
Q0K844,1,10131,0.0022624434389140274,0.0022624434389140274,0.9564659427443238,0.0,442,442.0,0.0,0.0,0.0,0.0,0.0
Q16595,1,10131,0.0004786979415988511,0.0004786979415988511,0.7938795656465942,0.0,2089,2089.0,0.0,0.0,0.0,0.0,0.0
Q18CP3,1,10131,0.000877963125548727,0.000877963125548727,0.8876604146100691,0.0,1139,1139.0,0.0,0.0,0.0,0.0,0.0
Q1PX48,1,10131,0.0014749262536873156,0.0014749262536873156,0.9331688055281343,0.0,678,678.0,0.0,0.0,0.0,0.0,0.0
Q1QYU6,1,10131,0.013157894736842105,0.013157894736842105,0.9925962487660415,0.0,76,76.0,0.0,0.0,0.0,0.0,0.0
Q1QYU7,1,10131,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
Q22031,1,10131,0.025,0.025,0.9961500493583415,0.0,40,40.0,0.0,0.0,0.0,0.0,1.0
Q26061,1,10131,0.0008237232289950577,0.0008237232289950577,0.8802566633761105,0.0,1214,1214.0,0.0,0.0,0.0,0.0,0.0
Q27958,1,10131,0.0064516129032258064,0.0064516129032258064,0.9847976307996051,0.0,155,155.0,0.0,0.0,0.0,0.0,0.0
Q2FWC5,1,10131,0.0007468259895444362,0.0007468259895444362,0.8679170779861797,0.0,1339,1339.0,0.0,0.0,0.0,0.0,0.0
Q2G5J3,1,10131,0.0023752969121140144,0.0023752969121140144,0.9585389930898321,0.0,421,421.0,0.0,0.0,0.0,0.0,0.0
Q2G5J4,1,10131,0.002070393374741201,0.002070393374741201,0.9524185587364264,0.0,483,483.0,0.0,0.0,0.0,0.0,0.0
Q2MHN2,1,10131,0.0007911392405063291,0.0007911392405063291,0.8752714708785785,0.0,1264,1264.0,0.0,0.0,0.0,0.0,0.0
Q2RVS1,1,10131,0.007936507936507936,0.007936507936507936,0.9876604146100691,0.0,126,126.0,0.0,0.0,0.0,0.0,0.0
Q2YDI9,1,10131,0.0008084074373484236,0.0008084074373484236,0.8779368213228036,0.0,1237,1237.0,0.0,0.0,0.0,0.0,0.0
Q30W71,1,10131,0.0005678591709256105,0.0005678591709256105,0.8262586377097729,0.0,1761,1761.0,0.0,0.0,0.0,0.0,0.0
Q312S3,1,10131,0.0004950495049504951,0.0004950495049504951,0.8006910167818362,0.0,2020,2020.0,0.0,0.0,0.0,0.0,0.0
Q38HX2,1,10131,0.0007220216606498195,0.0007220216606498195,0.863376110562685,0.0,1385,1385.0,0.0,0.0,0.0,0.0,0.0
Q39101,1,10131,0.0008278145695364238,0.0008278145695364238,0.8808489634748272,0.0,1208,1208.0,0.0,0.0,0.0,0.0,0.0
Q41709,1,10131,0.00078003120124805,0.00078003120124805,0.8735439289239881,0.0,1282,1282.0,0.0,0.0,0.0,0.0,0.0
Q4WBI0,2,10131,0.0003439972480220158,0.0004226880198495639,0.6597393622272683,0.0,2907,3448.0,0.0,0.0,0.0,0.0,0.0
Q4WBI3,2,10131,0.0031545741324921135,0.003799509288468279,0.9622865040971468,0.0,317,383.5,0.0,0.0,0.0,0.0,0.0
Q4WBI5,1,10131,0.14285714285714285,0.14285714285714285,0.9994076999012833,0.3333333333333333,7,7.0,0.0,0.0,1.0,1.0,1.0
Q50925,1,10131,0.0007412898443291327,0.0007412898443291327,0.8669299111549852,0.0,1349,1349.0,0.0,0.0,0.0,0.0,0.0
Q54C45,1,10131,0.0002004008016032064,0.0002004008016032064,0.507502467917078,0.0,4990,4990.0,0.0,0.0,0.0,0.0,0.0
Q54VA8,1,10131,0.030303030303030304,0.030303030303030304,0.9968410661401776,0.0,33,33.0,0.0,0.0,0.0,0.0,1.0
Q58624,1,10131,0.0006265664160401002,0.0006265664160401002,0.8425468904244817,0.0,1596,1596.0,0.0,0.0,0.0,0.0,0.0
Q59026,1,10131,0.002638522427440633,0.002638522427440633,0.962685093780849,0.0,379,379.0,0.0,0.0,0.0,0.0,0.0
Q59738,1,10131,0.002652519893899204,0.002652519893899204,0.9628825271470879,0.0,377,377.0,0.0,0.0,0.0,0.0,0.0
Q5R8J7,1,10131,0.0007993605115907274,0.0007993605115907274,0.876604146100691,0.0,1251,1251.0,0.0,0.0,0.0,0.0,0.0
Q5RDK5,1,10131,0.00267379679144385,0.00267379679144385,0.9631786771964462,0.0,374,374.0,0.0,0.0,0.0,0.0,0.0
Q60332,1,10131,0.0002574002574002574,0.0002574002574002574,0.6165844027640671,0.0,3885,3885.0,0.0,0.0,0.0,0.0,0.0
Q61P40,1,10131,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0
Q6DRD3,1,10131,0.00558659217877095,0.00558659217877095,0.9824284304047384,0.0,179,179.0,0.0,0.0,0.0,0.0,0.0
Q6J540,2,10131,0.0011668611435239206,0.0017223827357710718,0.9145029124296574,0.0,857,867.5,0.0,0.0,0.0,0.0,0.0
Q6J541,2,10131,0.0012091898428053204,0.001783840204421528,0.9174647053016093,0.0,827,837.5,0.0,0.0,0.0,0.0,0.0
Q727N0,1,10131,0.0005449591280653951,0.0005449591280653951,0.8189536031589338,0.0,1835,1835.0,0.0,0.0,0.0,0.0,0.0
Q7KRU8,1,10131,0.0015698587127158557,0.0015698587127158557,0.9372161895360316,0.0,637,637.0,0.0,0.0,0.0,0.0,0.0
Q7SXA6,1,10131,0.0007849293563579278,0.0007849293563579278,0.8743336623889437,0.0,1274,1274.0,0.0,0.0,0.0,0.0,0.0
Q8CBC7,1,10131,0.021739130434782608,0.021739130434782608,0.9955577492596249,0.0,46,46.0,0.0,0.0,0.0,0.0,1.0
