query_id,direction,ranking_objective,rank,canonical_slots,uniprot_rescue_slots,known_associations_masked,terpene_type,tps_class,substrate_name,product_name,architecture_contract_status,allowed_candidate_architectures,requested_uniprot_rescue_slots,model_directory,empirical_reliability_status,candidate_id,score,selection_source,ensemble_score_mean,ensemble_score_std,ensemble_rank_mean,ensemble_rank_std,ensemble_topk_vote_fraction,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z,canonical_pool_rank,candidate_source,entry_name,reviewed,protein_name,gene_names,organism_name,organism_id,length,pfam_combination,domain_family,protein_existence,evidence_quality_tier,cluster_id,cluster_size,selection_reason,pfam_architecture,family_compatibility,uniprot_registry_query_fraction,strict_double_cold_status,strict_double_cold_hit_retention_fraction,strict_double_cold_quota_hit_probability,strict_double_cold_baseline_hits,strict_double_cold_quota_hits,uniprot_pool_rank
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,8,9,1,5,tri,2,squalene,hop-22(29)-ene,reference_supported,osc_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A8K1AY78,0.3267279863357544,canonical_primary,0.3267279863357544,0.04586474969983101,13.333333015441895,7.586537837982178,0.6666666666666666,0.3333333333333333,0.471404492855072,0.008022152818739414,0.15998225933601892,0.43556443556443564,0.7777777777777778,0.004683120288806947,8.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,9,9,1,5,tri,2,squalene,hop-22(29)-ene,reference_supported,osc_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A9AWD5,0.3187107741832733,canonical_primary,0.3187107741832733,0.027132414281368256,12.0,5.715476036071777,0.6666666666666666,0.3333333333333333,0.471404492855072,0.008022152818739414,0.15998225933601892,0.43556443556443564,0.7777777777777778,0.004683120288806947,9.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_000c8b710696,reaction_to_enzyme,top10,10,9,1,5,tri,2,squalene,hop-22(29)-ene,reference_supported,osc_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A1G7I6D7,0.7781199812889099,uniprot_rescue,0.7781199812889099,0.01124069094657898,1.0,0.0,1.0,1.0,0.0,0.01124069094657898,0.35039289497239046,1.0,1.0,0.35039289497239046,,uniprot_primary,A0A1G7I6D7_9BACT,False,Squalene-hopene/tetraprenyl-beta-curcumene cyclase,SAMN05444167_1338,Terriglobus roseus,392734,677,PF13243;PF13249,triterpene_cyclase,Inferred from homology,C_homology_named,A0A1G7I6D7,33,best_unreviewed_cluster_representative,osc_full,compatible,0.0166666666666666,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,1.0
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top3,1,3,0,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q9F1V8,0.37587103247642517,canonical_primary,0.37587103247642517,0.05208291485905647,3.6666667461395264,3.771235942840576,0.6666666666666666,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.3333333333333333,0.4444444444444444,0.02238946973926305,1.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top3,2,3,0,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A1Q5GJH1,0.35030397772789,canonical_primary,0.35030397772789,0.010232947766780853,3.6666667461395264,2.054804563522339,0.3333333333333333,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.3333333333333333,0.4444444444444444,0.02238946973926305,2.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top3,3,3,0,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A097ZQD0,0.34066447615623474,canonical_primary,0.34066447615623474,0.013601546175777912,5.333333492279053,2.357022523880005,0.3333333333333333,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.3333333333333333,0.4444444444444444,0.02238946973926305,3.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,1,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q9F1V8,0.37587103247642517,canonical_primary,0.37587103247642517,0.05208291485905647,3.6666667461395264,3.771235942840576,1.0,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,1.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,2,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A1Q5GJH1,0.35030397772789,canonical_primary,0.35030397772789,0.010232947766780853,3.6666667461395264,2.054804563522339,1.0,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,2.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,3,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A097ZQD0,0.34066447615623474,canonical_primary,0.34066447615623474,0.013601546175777912,5.333333492279053,2.357022523880005,1.0,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,3.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,4,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A3KI17,0.33799585700035095,canonical_primary,0.33799585700035095,0.04710526019334793,7.0,6.377042293548584,0.6666666666666666,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,4.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,5,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,C9K1X7,0.3370222747325897,canonical_primary,0.3370222747325897,0.01806601509451866,6.666666507720947,4.496912479400635,0.6666666666666666,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,5.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,6,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,B5HDJ6,0.3343352973461151,canonical_primary,0.3343352973461151,0.04979692026972771,8.333333015441895,8.259674072265625,0.6666666666666666,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,6.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,7,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A2I6PIZ1,0.3085153102874756,canonical_primary,0.3085153102874756,0.0288645438849926,11.666666984558105,4.714045524597168,0.3333333333333333,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,7.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,8,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A455R5H4,0.2975347340106964,canonical_primary,0.2975347340106964,0.020537976175546646,15.666666984558105,7.760297775268555,0.3333333333333333,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,8.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,9,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q9F1Y6,0.29621171951293945,canonical_primary,0.29621171951293945,0.04743180051445961,16.0,10.801234245300293,0.3333333333333333,0.6666666666666666,3.771235942840576,0.05208291485905647,0.2145052422906828,0.29010989010989013,0.6666666666666666,0.014084432691670557,9.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_012d56c064db,reaction_to_enzyme,top10,10,9,1,1,sesq,1,"(2E,6E)-FPP",geosmin,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,A0A1E7JZ38,0.7550230622291565,uniprot_rescue,0.7550230622291565,0.014479417353868484,1.3333333730697632,0.471404492855072,0.6666666666666666,0.6666666666666666,0.471404492855072,0.014479417353868484,0.21396240712620526,0.3333333333333333,0.6666666666666666,0.21396240712620526,,uniprot_primary,A0A1E7JZ38_9ACTN,False,Terpene synthase (EC 4.2.3.-),AN216_18590,Streptomyces oceani,1075402,772,PF19086,bacterial_classI,Inferred from homology,C_homology_named,A0A7W8QPP2,11,best_unreviewed_cluster_representative,bacterial_classI,compatible,0.0041666666666666,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,1.0
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top3,1,3,0,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q675L4,0.5203401446342468,canonical_primary,0.5203401446342468,0.01794901117682457,1.0,0.0,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,1.0,1.0,0.5425445099709063,1.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top3,2,3,0,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,H8ZM71,0.48572400212287903,canonical_primary,0.48572400212287903,0.022307729348540306,2.3333332538604736,0.471404492855072,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,1.0,1.0,0.5425445099709063,2.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top3,3,3,0,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,0,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,F2XF92,0.4811652898788452,canonical_primary,0.4811652898788452,0.02059001289308071,2.6666667461395264,0.471404492855072,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,1.0,1.0,0.5425445099709063,3.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,1.0,0.0464135021097046,11,11,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,1,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q675L4,0.5203401446342468,canonical_primary,0.5203401446342468,0.01794901117682457,1.0,0.0,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,1.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,2,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,H8ZM71,0.48572400212287903,canonical_primary,0.48572400212287903,0.022307729348540306,2.3333332538604736,0.471404492855072,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,2.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,3,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,F2XF92,0.4811652898788452,canonical_primary,0.4811652898788452,0.02059001289308071,2.6666667461395264,0.471404492855072,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,3.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,4,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,Q675L5,0.41145822405815125,canonical_primary,0.41145822405815125,0.011769858188927174,4.666666507720947,0.942808985710144,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,4.0,current,,,,,,,,,,,current_curated,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,5,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,QND75951.1,0.396858811378479,canonical_primary,0.396858811378479,0.026284338906407356,6.0,1.4142135381698608,1.0,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,5.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
MARTS_EXT_RXN_0216267ce7f4,reaction_to_enzyme,top10,6,9,1,7,di,1,(+)-copalyl diphosphate,neoabietadiene,reference_supported,bacterial_classI;classI_hybrid_full;plant_tps_full,1,/home/s241850073/igem2026/results/terpene_production_models/marts_adapted_drfp_pu_r2e075,not_applicable_controlled_candidate_expansion,QND75953.1,0.3845963478088379,canonical_primary,0.3845963478088379,0.023052874952554703,6.666666507720947,2.357022523880005,0.6666666666666666,1.0,0.0,0.01794901117682457,0.269424596413548,0.5454545454545454,0.8148148148148148,0.015213173698696937,6.0,marts_registered,,,,,,,,,,,marts_registered,,,,unsupported_architecture,not_applicable_non_uniprot,0.0,validated_unlabelled_decoy_stress_test,0.9333333333333332,0.1181434599156118,30,28,
